"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHEAST","90","LAS ANIMAS","071","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","53","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHEAST","90","OTERO","089","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","46","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHEAST","90","PROWERS","099","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","17","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHEAST","90","PUEBLO","101","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","140","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","ARCHULETA","007","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","57","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","DELTA","029","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","319","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","DOLORES","033","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","26","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","GARFIELD","045","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","133","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","LA PLATA","067","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","237","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","MESA","077","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","614","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","MONTEZUMA","083","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","165","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","MONTROSE","085","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","161","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","OURAY","091","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","11","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","SAN MIGUEL","113","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","10.9"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","FAIRFIELD","001","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","105","14.1"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","HARTFORD","003","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","168","14.1"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","LITCHFIELD","005","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","276","14.1"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","MIDDLESEX","007","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","112","14.1"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","NEW HAVEN","009","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","175","14.1"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","NEW LONDON","011","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","201","14.1"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","TOLLAND","013","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","132","14.1"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","WINDHAM","015","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","170","14.1"
"CENSUS","2022","END OF DEC","","COUNTY","DELAWARE","10","CENTRAL","50","KENT","001","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","240","8.3"
"CENSUS","2022","END OF DEC","","COUNTY","DELAWARE","10","NORTHERN","20","NEW CASTLE","003","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","64","8.3"
"CENSUS","2022","END OF DEC","","COUNTY","DELAWARE","10","SOUTHERN","80","SUSSEX","005","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","500","8.3"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","ALACHUA","001","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","271","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","BRADFORD","007","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","70","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","CITRUS","017","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","153","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","CLAY","019","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","95","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","FLAGLER","035","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","14","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","GILCHRIST","041","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","93","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","HERNANDO","053","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","175","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","HILLSBOROUGH","057","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","270","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","LAKE","069","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","243","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","LEVY","075","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","121","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","MARION","083","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","523","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","ORANGE","095","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","80","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","OSCEOLA","097","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","47","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","PASCO","101","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","201","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","PINELLAS","103","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","14","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","POLK","105","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","192","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","PUTNAM","107","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","87","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","SEMINOLE","117","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","66","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","ST. JOHNS","109","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","27","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","SUMTER","119","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","176","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","UNION","125","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","69","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","VOLUSIA","127","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","262","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","BAKER","003","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","91","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","COLUMBIA","023","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","176","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","DIXIE","029","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","30","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","DUVAL","031","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","56","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","HAMILTON","047","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","38","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","LAFAYETTE","067","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","37","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","MADISON","079","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","71","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","NASSAU","089","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","91","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","SUWANNEE","121","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","195","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","TAYLOR","123","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","37","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","BAY","005","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","42","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","CALHOUN","013","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","40","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","ESCAMBIA","033","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","67","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","FRANKLIN","037","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","GADSDEN","039","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","73","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","GULF","045","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","3","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","HOLMES","059","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","95","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","JACKSON","063","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","96","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","JEFFERSON","065","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","88","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","LEON","073","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","70","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","LIBERTY","077","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","33","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","OKALOOSA","091","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","74","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","SANTA ROSA","113","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","175","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","WAKULLA","129","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","64","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","WALTON","131","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","167","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","WASHINGTON","133","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","98","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","BREVARD","009","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","94","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","BROWARD","011","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","81","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","CHARLOTTE","015","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","37","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","COLLIER","021","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","41","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","DE SOTO","027","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","58","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","GLADES","043","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","27","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","HARDEE","049","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","70","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","HENDRY","051","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","19","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","HIGHLANDS","055","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","96","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","INDIAN RIVER","061","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","64","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","LEE","071","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","146","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","MANATEE","081","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","98","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","MARTIN","085","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","106","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","MIAMI-DADE","086","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","283","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","OKEECHOBEE","093","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","47","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","PALM BEACH","099","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","176","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","SARASOTA","115","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","46","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","ST. LUCIE","111","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","74","17.6"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","BALDWIN","009","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","7","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","BIBB","021","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","20","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","BLECKLEY","023","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","BUTTS","035","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","29","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","CRAWFORD","079","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","54","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","DODGE","091","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","73","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","GREENE","133","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","27","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","HANCOCK","141","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","21","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","HOUSTON","153","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","43","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","JASPER","159","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","62","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","JOHNSON","167","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","28","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","JONES","169","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","25","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","LAURENS","175","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","97","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","MONROE","207","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","46","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","MONTGOMERY","209","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","20","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","MORGAN","211","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","71","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","NEWTON","217","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","55","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","PEACH","225","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","42","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","PULASKI","235","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","9","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","PUTNAM","237","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","28","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","ROCKDALE","247","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","18","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","TALIAFERRO","265","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","8","21.2"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","TREUTLEN","283","","","00000000","","POULTRY TOTALS","POULTRY TOTALS - OPERATIONS WITH INVENTORY","TOTAL","NOT SPECIFIED","32","21.2"
