Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,All_SVI
"Issaquena County, Mississippi",1,45,1,1
"Loudoun County, Virginia",1,45,1,1
"Kenedy County, Texas",1,45,1,1
"LaSalle County, Texas",1,45,1,1
"New York County, New York",1,45,1,1
"Glasscock County, Texas",1,45,1,1
"Arlington County, Virginia",1,45,1,1
"King County, Texas",1,45,1,1
"McDowell County, West Virginia",1,45,1,1
"Sumter County, Florida",1,45,1,1
"Edwards County, Texas",1,45,1,1
"East Carroll Parish, Louisiana",1,45,1,1
"Falls Church city, Virginia",1,45,1,1
"Wolfe County, Kentucky",1,45,1,1
"Presidio County, Texas",1,45,1,1
"Jeff Davis County, Texas",2,44,0.977272727,0.977272727
"Terrell County, Texas",2,44,0.977272727,0.977272727
"Quitman County, Georgia",2,44,0.977272727,0.977272727
"Culberson County, Texas",2,44,0.977272727,0.977272727
"Highland County, Virginia",2,44,0.977272727,0.977272727
"Borden County, Texas",2,44,0.977272727,0.977272727
"Mason County, Texas",2,44,0.977272727,0.977272727
"Brooks County, Texas",2,44,0.977272727,0.977272727
"Crockett County, Texas",2,44,0.977272727,0.977272727
"Pushmataha County, Oklahoma",2,44,0.977272727,0.977272727
"Bronx County, New York",2,44,0.977272727,0.977272727
"Howard County, Maryland",2,44,0.977272727,0.977272727
"Hudson County, New Jersey",2,44,0.977272727,0.977272727
"LaGrange County, Indiana",2,44,0.977272727,0.977272727
"Mills County, Texas",2,44,0.977272727,0.977272727
"McMullen County, Texas",2,44,0.977272727,0.977272727
"Stonewall County, Texas",2,44,0.977272727,0.977272727
"Alexandria city, Virginia",2,44,0.977272727,0.977272727
"Greene County, Alabama",2,44,0.977272727,0.977272727
"Dimmit County, Texas",2,44,0.977272727,0.977272727
"Wheeler County, Georgia",2,44,0.977272727,0.977272727
"Collin County, Texas",3,43,0.954545455,0.954545455
"Summers County, West Virginia",3,43,0.954545455,0.954545455
"Jenkins County, Georgia",3,43,0.954545455,0.954545455
"Kings County, New York",3,43,0.954545455,0.954545455
"Mingo County, West Virginia",3,43,0.954545455,0.954545455
"Scotland County, Missouri",3,43,0.954545455,0.954545455
"Fairfax County, Virginia",3,43,0.954545455,0.954545455
"Goliad County, Texas",3,43,0.954545455,0.954545455
"Kent County, Texas",3,43,0.954545455,0.954545455
"Knox County, Kentucky",3,43,0.954545455,0.954545455
"Dickenson County, Virginia",3,43,0.954545455,0.954545455
"Irion County, Texas",3,43,0.954545455,0.954545455
"Lexington city, Virginia",3,43,0.954545455,0.954545455
"Menard County, Texas",3,43,0.954545455,0.954545455
"Jim Hogg County, Texas",3,43,0.954545455,0.954545455
"Tensas Parish, Louisiana",3,43,0.954545455,0.954545455
"Suffolk County, Massachusetts",3,43,0.954545455,0.954545455
"Radford city, Virginia",3,43,0.954545455,0.954545455
"Real County, Texas",3,43,0.954545455,0.954545455
"Phillips County, Arkansas",3,43,0.954545455,0.954545455
"Wyoming County, West Virginia",3,43,0.954545455,0.954545455
"Chattahoochee County, Georgia",3,43,0.954545455,0.954545455
"Pendleton County, West Virginia",4,42,0.931818182,0.931818182
"Williamson County, Tennessee",4,42,0.931818182,0.931818182
"Dallam County, Texas",4,42,0.931818182,0.931818182
"Concho County, Texas",4,42,0.931818182,0.931818182
"Coahoma County, Mississippi",4,42,0.931818182,0.931818182
"Holmes County, Ohio",4,42,0.931818182,0.931818182
"Forsyth County, Georgia",4,42,0.931818182,0.931818182
"Letcher County, Kentucky",4,42,0.931818182,0.931818182
"Madison Parish, Louisiana",4,42,0.931818182,0.931818182
"Hunterdon County, New Jersey",4,42,0.931818182,0.931818182
"Zapata County, Texas",4,42,0.931818182,0.931818182
"Hickory County, Missouri",4,42,0.931818182,0.931818182
"Dickens County, Texas",4,42,0.931818182,0.931818182
"Hudspeth County, Texas",4,42,0.931818182,0.931818182
"Sabine County, Texas",4,42,0.931818182,0.931818182
"Logan County, West Virginia",4,42,0.931818182,0.931818182
"Holmes County, Mississippi",4,42,0.931818182,0.931818182
"Schleicher County, Texas",4,42,0.931818182,0.931818182
"Buchanan County, Virginia",4,42,0.931818182,0.931818182
"Briscoe County, Texas",4,42,0.931818182,0.931818182
"Reagan County, Texas",4,42,0.931818182,0.931818182
"Tunica County, Mississippi",4,42,0.931818182,0.931818182
"Fulton County, Arkansas",4,42,0.931818182,0.931818182
"Nantucket County, Massachusetts",4,42,0.931818182,0.931818182
"Tallahatchie County, Mississippi",4,42,0.931818182,0.931818182
"Motley County, Texas",4,42,0.931818182,0.931818182
"Clay County, West Virginia",4,42,0.931818182,0.931818182
"Monroe County, Arkansas",4,42,0.931818182,0.931818182
"Bell County, Kentucky",5,41,0.909090909,0.909090909
"Cottle County, Texas",5,41,0.909090909,0.909090909
"Clinch County, Georgia",5,41,0.909090909,0.909090909
"Morris County, New Jersey",5,41,0.909090909,0.909090909
"Wake County, North Carolina",5,41,0.909090909,0.909090909
"Galax city, Virginia",5,41,0.909090909,0.909090909
"Roger Mills County, Oklahoma",5,41,0.909090909,0.909090909
"Lancaster County, Virginia",5,41,0.909090909,0.909090909
"Lafayette County, Arkansas",5,41,0.909090909,0.909090909
"San Saba County, Texas",5,41,0.909090909,0.909090909
"Petersburg city, Virginia",5,41,0.909090909,0.909090909
"Starr County, Texas",5,41,0.909090909,0.909090909
"Dougherty County, Georgia",5,41,0.909090909,0.909090909
"Somerset County, New Jersey",5,41,0.909090909,0.909090909
"Middlesex County, Massachusetts",5,41,0.909090909,0.909090909
"Prince William County, Virginia",5,41,0.909090909,0.909090909
"Adair County, Oklahoma",5,41,0.909090909,0.909090909
"Perry County, Alabama",5,41,0.909090909,0.909090909
"Vinton County, Ohio",5,41,0.909090909,0.909090909
"Northampton County, North Carolina",5,41,0.909090909,0.909090909
"Wilcox County, Alabama",5,41,0.909090909,0.909090909
"Charlottesville city, Virginia",5,41,0.909090909,0.909090909
"Tompkins County, New York",5,41,0.909090909,0.909090909
"Hemphill County, Texas",5,41,0.909090909,0.909090909
"Lowndes County, Alabama",5,41,0.909090909,0.909090909
"Nassau County, New York",5,41,0.909090909,0.909090909
"Delaware County, Ohio",5,41,0.909090909,0.909090909
"Montgomery County, Mississippi",5,41,0.909090909,0.909090909
"Denton County, Texas",6,40,0.886363636,0.886363636
"Marion County, South Carolina",6,40,0.886363636,0.886363636
"Bertie County, North Carolina",6,40,0.886363636,0.886363636
"Leslie County, Kentucky",6,40,0.886363636,0.886363636
"Humphreys County, Mississippi",6,40,0.886363636,0.886363636
"Randolph County, Georgia",6,40,0.886363636,0.886363636
"Taylor County, Florida",6,40,0.886363636,0.886363636
"Franklin Parish, Louisiana",6,40,0.886363636,0.886363636
"Kimble County, Texas",6,40,0.886363636,0.886363636
"Conecuh County, Alabama",6,40,0.886363636,0.886363636
"Yoakum County, Texas",6,40,0.886363636,0.886363636
"Adams County, Mississippi",6,40,0.886363636,0.886363636
"Lee County, Virginia",6,40,0.886363636,0.886363636
"Hancock County, Tennessee",6,40,0.886363636,0.886363636
"Bergen County, New Jersey",6,40,0.886363636,0.886363636
"Caddo Parish, Louisiana",6,40,0.886363636,0.886363636
"Treutlen County, Georgia",6,40,0.886363636,0.886363636
"Worth County, Missouri",6,40,0.886363636,0.886363636
"Jasper County, Mississippi",6,40,0.886363636,0.886363636
"Rockwall County, Texas",6,40,0.886363636,0.886363636
"Washington County, Mississippi",6,40,0.886363636,0.886363636
"Hamilton County, Indiana",6,40,0.886363636,0.886363636
"Fort Bend County, Texas",6,40,0.886363636,0.886363636
"Searcy County, Arkansas",6,40,0.886363636,0.886363636
"Stafford County, Virginia",6,40,0.886363636,0.886363636
"Grant County, Indiana",6,40,0.886363636,0.886363636
"Sharkey County, Mississippi",6,40,0.886363636,0.886363636
"Willacy County, Texas",6,40,0.886363636,0.886363636
"Oktibbeha County, Mississippi",6,40,0.886363636,0.886363636
"Orange County, North Carolina",6,40,0.886363636,0.886363636
"Manassas Park city, Virginia",6,40,0.886363636,0.886363636
"Lake County, Tennessee",6,40,0.886363636,0.886363636
"Magoffin County, Kentucky",7,39,0.863636364,0.863636364
"Queens County, New York",7,39,0.863636364,0.863636364
"Oconee County, Georgia",7,39,0.863636364,0.863636364
"Martinsville city, Virginia",7,39,0.863636364,0.863636364
"Schuyler County, Missouri",7,39,0.863636364,0.863636364
"Manassas city, Virginia",7,39,0.863636364,0.863636364
"Calhoun County, West Virginia",7,39,0.863636364,0.863636364
"Haskell County, Oklahoma",7,39,0.863636364,0.863636364
"Norfolk County, Massachusetts",7,39,0.863636364,0.863636364
"Pemiscot County, Missouri",7,39,0.863636364,0.863636364
"Pulaski County, Illinois",7,39,0.863636364,0.863636364
"Quitman County, Mississippi",7,39,0.863636364,0.863636364
"Comanche County, Texas",7,39,0.863636364,0.863636364
"Fairfax city, Virginia",7,39,0.863636364,0.863636364
"Lincoln County, Oklahoma",7,39,0.863636364,0.863636364
"Claiborne Parish, Louisiana",7,39,0.863636364,0.863636364
"Ozark County, Missouri",7,39,0.863636364,0.863636364
"Owsley County, Kentucky",7,39,0.863636364,0.863636364
"Kendall County, Illinois",7,39,0.863636364,0.863636364
"Coal County, Oklahoma",7,39,0.863636364,0.863636364
"Crane County, Texas",7,39,0.863636364,0.863636364
"Kinney County, Texas",7,39,0.863636364,0.863636364
"Taliaferro County, Georgia",7,39,0.863636364,0.863636364
"Brazos County, Texas",7,39,0.863636364,0.863636364
"Pocahontas County, West Virginia",7,39,0.863636364,0.863636364
"Montgomery County, Maryland",7,39,0.863636364,0.863636364
"Lyon County, Kentucky",8,38,0.840909091,0.840909091
"Craig County, Oklahoma",8,38,0.840909091,0.840909091
"Ellis County, Oklahoma",8,38,0.840909091,0.840909091
"Ritchie County, West Virginia",8,38,0.840909091,0.840909091
"Charlotte County, Florida",8,38,0.840909091,0.840909091
"DuPage County, Illinois",8,38,0.840909091,0.840909091
"Travis County, Texas",8,38,0.840909091,0.840909091
"Pickett County, Tennessee",8,38,0.840909091,0.840909091
"Lincoln County, West Virginia",8,38,0.840909091,0.840909091
"Lavaca County, Texas",8,38,0.840909091,0.840909091
"Webb County, Texas",8,38,0.840909091,0.840909091
"Oldham County, Kentucky",8,38,0.840909091,0.840909091
"Williamson County, Texas",8,38,0.840909091,0.840909091
"Amite County, Mississippi",8,38,0.840909091,0.840909091
"Blaine County, Oklahoma",8,38,0.840909091,0.840909091
"Sterling County, Texas",8,38,0.840909091,0.840909091
"Stone County, Arkansas",8,38,0.840909091,0.840909091
"Knott County, Kentucky",8,38,0.840909091,0.840909091
"Highlands County, Florida",8,38,0.840909091,0.840909091
"Glades County, Florida",8,38,0.840909091,0.840909091
"Lee County, Kentucky",8,38,0.840909091,0.840909091
"Calvert County, Maryland",8,38,0.840909091,0.840909091
"Seminole County, Oklahoma",8,38,0.840909091,0.840909091
"Harlan County, Kentucky",8,38,0.840909091,0.840909091
"Foard County, Texas",8,38,0.840909091,0.840909091
"Harrisonburg city, Virginia",8,38,0.840909091,0.840909091
"Duval County, Texas",8,38,0.840909091,0.840909091
"Champaign County, Illinois",9,37,0.818181818,0.818181818
"Bailey County, Texas",9,37,0.818181818,0.818181818
"Latimer County, Oklahoma",9,37,0.818181818,0.818181818
"Franklin County, Mississippi",9,37,0.818181818,0.818181818
"McIntosh County, Oklahoma",9,37,0.818181818,0.818181818
"McIntosh County, Georgia",9,37,0.818181818,0.818181818
"McCreary County, Kentucky",9,37,0.818181818,0.818181818
"Jefferson County, Mississippi",9,37,0.818181818,0.818181818
"Chicot County, Arkansas",9,37,0.818181818,0.818181818
"Hamilton County, Texas",9,37,0.818181818,0.818181818
"Williamsburg city, Virginia",9,37,0.818181818,0.818181818
"Chittenden County, Vermont",9,37,0.818181818,0.818181818
"Cumberland County, Kentucky",9,37,0.818181818,0.818181818
"Dallas County, Arkansas",9,37,0.818181818,0.818181818
"San Augustine County, Texas",9,37,0.818181818,0.818181818
"Reeves County, Texas",9,37,0.818181818,0.818181818
"Maries County, Missouri",9,37,0.818181818,0.818181818
"Citrus County, Florida",9,37,0.818181818,0.818181818
"St. Johns County, Florida",9,37,0.818181818,0.818181818
"Maverick County, Texas",9,37,0.818181818,0.818181818
"Rappahannock County, Virginia",9,37,0.818181818,0.818181818
"Middlesex County, New Jersey",9,37,0.818181818,0.818181818
"Westchester County, New York",9,37,0.818181818,0.818181818
"Bullock County, Alabama",9,37,0.818181818,0.818181818
"Chester County, Pennsylvania",9,37,0.818181818,0.818181818
"Fulton County, Georgia",9,37,0.818181818,0.818181818
"Hardy County, West Virginia",9,37,0.818181818,0.818181818
"Sarasota County, Florida",10,36,0.795454545,0.795454545
"Desha County, Arkansas",10,36,0.795454545,0.795454545
"Echols County, Georgia",10,36,0.795454545,0.795454545
"Albemarle County, Virginia",10,36,0.795454545,0.795454545
"Leflore County, Mississippi",10,36,0.795454545,0.795454545
"Will County, Illinois",10,36,0.795454545,0.795454545
"Okfuskee County, Oklahoma",10,36,0.795454545,0.795454545
"Norton city, Virginia",10,36,0.795454545,0.795454545
"Union County, Ohio",10,36,0.795454545,0.795454545
"Allendale County, South Carolina",10,36,0.795454545,0.795454545
"Cobb County, Georgia",10,36,0.795454545,0.795454545
"Crittenden County, Arkansas",10,36,0.795454545,0.795454545
"Castro County, Texas",10,36,0.795454545,0.795454545
"Concordia Parish, Louisiana",10,36,0.795454545,0.795454545
"Bristol County, Rhode Island",10,36,0.795454545,0.795454545
"York County, Virginia",10,36,0.795454545,0.795454545
"Monmouth County, New Jersey",10,36,0.795454545,0.795454545
"Bienville Parish, Louisiana",10,36,0.795454545,0.795454545
"Putnam County, New York",10,36,0.795454545,0.795454545
"Telfair County, Georgia",10,36,0.795454545,0.795454545
"Frio County, Texas",10,36,0.795454545,0.795454545
"Montgomery County, Virginia",10,36,0.795454545,0.795454545
"Poquoson city, Virginia",10,36,0.795454545,0.795454545
"Hidalgo County, Texas",10,36,0.795454545,0.795454545
"Clay County, Tennessee",10,36,0.795454545,0.795454545
"Union County, New Jersey",10,36,0.795454545,0.795454545
"Douglas County, Missouri",10,36,0.795454545,0.795454545
"Bolivar County, Mississippi",10,36,0.795454545,0.795454545
"Estill County, Kentucky",10,36,0.795454545,0.795454545
"Jack County, Texas",10,36,0.795454545,0.795454545
"Sutton County, Texas",10,36,0.795454545,0.795454545
"McCurtain County, Oklahoma",10,36,0.795454545,0.795454545
"Gaines County, Texas",10,36,0.795454545,0.795454545
"Anne Arundel County, Maryland",10,36,0.795454545,0.795454545
"Elliott County, Kentucky",10,36,0.795454545,0.795454545
"Clarke County, Georgia",10,36,0.795454545,0.795454545
"New Kent County, Virginia",10,36,0.795454545,0.795454545
"Oregon County, Missouri",10,36,0.795454545,0.795454545
"Fayette County, West Virginia",10,36,0.795454545,0.795454545
"Kendall County, Texas",10,36,0.795454545,0.795454545
"Runnels County, Texas",11,35,0.772727273,0.772727273
"Union County, North Carolina",11,35,0.772727273,0.772727273
"Bryan County, Georgia",11,35,0.772727273,0.772727273
"Jackson County, Kentucky",11,35,0.772727273,0.772727273
"Montgomery County, Arkansas",11,35,0.772727273,0.772727273
"Wirt County, West Virginia",11,35,0.772727273,0.772727273
"Doddridge County, West Virginia",11,35,0.772727273,0.772727273
"Breathitt County, Kentucky",11,35,0.772727273,0.772727273
"Taylor County, Georgia",11,35,0.772727273,0.772727273
"Coke County, Texas",11,35,0.772727273,0.772727273
"Mecklenburg County, North Carolina",11,35,0.772727273,0.772727273
"Walthall County, Mississippi",11,35,0.772727273,0.772727273
"Charles County, Maryland",11,35,0.772727273,0.772727273
"Fulton County, Kentucky",11,35,0.772727273,0.772727273
"Fredericksburg city, Virginia",11,35,0.772727273,0.772727273
"Noble County, Ohio",11,35,0.772727273,0.772727273
"Centre County, Pennsylvania",11,35,0.772727273,0.772727273
"Dillon County, South Carolina",11,35,0.772727273,0.772727273
"Rockland County, New York",11,35,0.772727273,0.772727273
"Marion County, Arkansas",11,35,0.772727273,0.772727273
"Baxter County, Arkansas",11,35,0.772727273,0.772727273
"Webster County, Kentucky",11,35,0.772727273,0.772727273
"Lake County, Illinois",11,35,0.772727273,0.772727273
"Yazoo County, Mississippi",11,35,0.772727273,0.772727273
"Pulaski County, Missouri",11,35,0.772727273,0.772727273
"Webster County, Georgia",11,35,0.772727273,0.772727273
"Gwinnett County, Georgia",11,35,0.772727273,0.772727273
"Sequoyah County, Oklahoma",11,35,0.772727273,0.772727273
"Hampshire County, Massachusetts",11,35,0.772727273,0.772727273
"Gonzales County, Texas",11,35,0.772727273,0.772727273
"Knox County, Missouri",11,35,0.772727273,0.772727273
"Macon County, Georgia",11,35,0.772727273,0.772727273
"Durham County, North Carolina",11,35,0.772727273,0.772727273
"Barnstable County, Massachusetts",11,35,0.772727273,0.772727273
"Tippecanoe County, Indiana",11,35,0.772727273,0.772727273
"Suffolk County, New York",11,35,0.772727273,0.772727273
"Lincoln Parish, Louisiana",11,35,0.772727273,0.772727273
"Boone County, Missouri",11,35,0.772727273,0.772727273
"Gallatin County, Kentucky",11,35,0.772727273,0.772727273
"Coleman County, Texas",11,35,0.772727273,0.772727273
"Scott County, Mississippi",11,35,0.772727273,0.772727273
"Van Buren County, Arkansas",11,35,0.772727273,0.772727273
"Swisher County, Texas",11,35,0.772727273,0.772727273
"Van Buren County, Tennessee",11,35,0.772727273,0.772727273
"Webster County, West Virginia",11,35,0.772727273,0.772727273
"Frederick County, Maryland",11,35,0.772727273,0.772727273
"Fauquier County, Virginia",11,35,0.772727273,0.772727273
"Okmulgee County, Oklahoma",11,35,0.772727273,0.772727273
"Martin County, Kentucky",11,35,0.772727273,0.772727273
"Hancock County, Georgia",11,35,0.772727273,0.772727273
"Choctaw County, Oklahoma",12,34,0.75,0.75
"Essex County, New Jersey",12,34,0.75,0.75
"Sherman County, Texas",12,34,0.75,0.75
"Nevada County, Arkansas",12,34,0.75,0.75
"Montour County, Pennsylvania",12,34,0.75,0.75
"Brazoria County, Texas",12,34,0.75,0.75
"Hillsborough County, New Hampshire",12,34,0.75,0.75
"Boone County, Indiana",12,34,0.75,0.75
"Onslow County, North Carolina",12,34,0.75,0.75
"Jefferson County, Oklahoma",12,34,0.75,0.75
"Calhoun County, Illinois",12,34,0.75,0.75
"Rockingham County, New Hampshire",12,34,0.75,0.75
"Mississippi County, Missouri",12,34,0.75,0.75
"Montgomery County, Pennsylvania",12,34,0.75,0.75
"Dallas County, Texas",12,34,0.75,0.75
"Payne County, Oklahoma",12,34,0.75,0.75
"St. Helena Parish, Louisiana",12,34,0.75,0.75
"Claiborne County, Mississippi",12,34,0.75,0.75
"Hartley County, Texas",12,34,0.75,0.75
"Johnson County, Kentucky",12,34,0.75,0.75
"Casey County, Kentucky",12,34,0.75,0.75
"Newton County, Texas",12,34,0.75,0.75
"Blanco County, Texas",12,34,0.75,0.75
"Ouachita Parish, Louisiana",12,34,0.75,0.75
"St. Clair County, Missouri",12,34,0.75,0.75
"Chowan County, North Carolina",12,34,0.75,0.75
"Putnam County, Missouri",12,34,0.75,0.75
"Baker County, Georgia",12,34,0.75,0.75
"Sunflower County, Mississippi",12,34,0.75,0.75
"Burleson County, Texas",12,34,0.75,0.75
"Carroll County, Kentucky",12,34,0.75,0.75
"Menifee County, Kentucky",12,34,0.75,0.75
"Fisher County, Texas",12,34,0.75,0.75
"Cameron County, Texas",12,34,0.75,0.75
"Perry County, Tennessee",12,34,0.75,0.75
"Monroe County, West Virginia",12,34,0.75,0.75
"Armstrong County, Texas",12,34,0.75,0.75
"Sussex County, New Jersey",12,34,0.75,0.75
"Caldwell Parish, Louisiana",12,34,0.75,0.75
"Saratoga County, New York",12,34,0.75,0.75
"Wetzel County, West Virginia",12,34,0.75,0.75
"Perry County, Kentucky",12,34,0.75,0.75
"Zavala County, Texas",12,34,0.75,0.75
"DeWitt County, Texas",12,34,0.75,0.75
"Reynolds County, Missouri",12,34,0.75,0.75
"Emporia city, Virginia",12,34,0.75,0.75
"Washington County, Maine",12,34,0.75,0.75
"Haywood County, Tennessee",12,34,0.75,0.75
"Powhatan County, Virginia",12,34,0.75,0.75
"Goochland County, Virginia",12,34,0.75,0.75
"Wayne County, Kentucky",12,34,0.75,0.75
"Clay County, Kentucky",12,34,0.75,0.75
"Danville city, Virginia",12,34,0.75,0.75
"Jackson County, Tennessee",12,34,0.75,0.75
"Attala County, Mississippi",12,34,0.75,0.75
"Stewart County, Georgia",12,34,0.75,0.75
"Henry County, Tennessee",12,34,0.75,0.75
"Logan County, Kentucky",12,34,0.75,0.75
"Kane County, Illinois",12,34,0.75,0.75
"Smyth County, Virginia",12,34,0.75,0.75
"Johnson County, Georgia",12,34,0.75,0.75
"Kiowa County, Oklahoma",12,34,0.75,0.75
"Midland County, Texas",12,34,0.75,0.75
"Hays County, Texas",12,34,0.75,0.75
"Watauga County, North Carolina",12,34,0.75,0.75
"Martin County, Texas",12,34,0.75,0.75
"Dawson County, Texas",12,34,0.75,0.75
"Bledsoe County, Tennessee",13,33,0.727272727,0.727272727
"Dewey County, Oklahoma",13,33,0.727272727,0.727272727
"Beaver County, Oklahoma",13,33,0.727272727,0.727272727
"Warren County, Georgia",13,33,0.727272727,0.727272727
"Collier County, Florida",13,33,0.727272727,0.727272727
"Lee County, Arkansas",13,33,0.727272727,0.727272727
"Hart County, Kentucky",13,33,0.727272727,0.727272727
"Charleston County, South Carolina",13,33,0.727272727,0.727272727
"Hyde County, North Carolina",13,33,0.727272727,0.727272727
"Carter County, Missouri",13,33,0.727272727,0.727272727
"Lafayette County, Florida",13,33,0.727272727,0.727272727
"Throckmorton County, Texas",13,33,0.727272727,0.727272727
"Raleigh County, West Virginia",13,33,0.727272727,0.727272727
"Nowata County, Oklahoma",13,33,0.727272727,0.727272727
"Mathews County, Virginia",13,33,0.727272727,0.727272727
"Bucks County, Pennsylvania",13,33,0.727272727,0.727272727
"Grant County, Oklahoma",13,33,0.727272727,0.727272727
"Monroe County, Indiana",13,33,0.727272727,0.727272727
"West Carroll Parish, Louisiana",13,33,0.727272727,0.727272727
"McHenry County, Illinois",13,33,0.727272727,0.727272727
"Warren County, Ohio",13,33,0.727272727,0.727272727
"Newport County, Rhode Island",13,33,0.727272727,0.727272727
"Scott County, Tennessee",13,33,0.727272727,0.727272727
"Cimarron County, Oklahoma",13,33,0.727272727,0.727272727
"Llano County, Texas",13,33,0.727272727,0.727272727
"Mercer County, New Jersey",13,33,0.727272727,0.727272727
"Mitchell County, Texas",13,33,0.727272727,0.727272727
"Wilkinson County, Mississippi",13,33,0.727272727,0.727272727
"Roane County, West Virginia",13,33,0.727272727,0.727272727
"McCormick County, South Carolina",13,33,0.727272727,0.727272727
"Avoyelles Parish, Louisiana",13,33,0.727272727,0.727272727
"Johnston County, Oklahoma",13,33,0.727272727,0.727272727
"Chickasaw County, Mississippi",13,33,0.727272727,0.727272727
"Boone County, West Virginia",13,33,0.727272727,0.727272727
"Leon County, Texas",13,33,0.727272727,0.727272727
"Ochiltree County, Texas",13,33,0.727272727,0.727272727
"Paulding County, Georgia",13,33,0.727272727,0.727272727
"Oldham County, Texas",13,33,0.727272727,0.727272727
"Sevier County, Arkansas",13,33,0.727272727,0.727272727
"Albany County, New York",13,33,0.727272727,0.727272727
"Cook County, Illinois",13,33,0.727272727,0.727272727
"Monongalia County, West Virginia",13,33,0.727272727,0.727272727
"DeSoto County, Florida",13,33,0.727272727,0.727272727
"Fayette County, Georgia",13,33,0.727272727,0.727272727
"Harper County, Oklahoma",13,33,0.727272727,0.727272727
"Patrick County, Virginia",13,33,0.727272727,0.727272727
"Carroll County, Maryland",13,33,0.727272727,0.727272727
"Dallas County, Alabama",13,33,0.727272727,0.727272727
"Choctaw County, Alabama",13,33,0.727272727,0.727272727
"Winkler County, Texas",13,33,0.727272727,0.727272727
"Washington County, Rhode Island",13,33,0.727272727,0.727272727
"Mississippi County, Arkansas",13,33,0.727272727,0.727272727
"St. Charles County, Missouri",13,33,0.727272727,0.727272727
"Wayne County, Tennessee",13,33,0.727272727,0.727272727
"Hardeman County, Tennessee",13,33,0.727272727,0.727272727
"Kleberg County, Texas",13,33,0.727272727,0.727272727
"Atoka County, Oklahoma",13,33,0.727272727,0.727272727
"Scott County, Arkansas",13,33,0.727272727,0.727272727
"Buena Vista city, Virginia",13,33,0.727272727,0.727272727
"Montague County, Texas",14,32,0.704545455,0.704545455
"Towns County, Georgia",14,32,0.704545455,0.704545455
"Tyrrell County, North Carolina",14,32,0.704545455,0.704545455
"Liberty County, Georgia",14,32,0.704545455,0.704545455
"Polk County, North Carolina",14,32,0.704545455,0.704545455
"Penobscot County, Maine",14,32,0.704545455,0.704545455
"Delaware County, Oklahoma",14,32,0.704545455,0.704545455
"Clarke County, Virginia",14,32,0.704545455,0.704545455
"Jackson County, Arkansas",14,32,0.704545455,0.704545455
"Ashley County, Arkansas",14,32,0.704545455,0.704545455
"St. Mary's County, Maryland",14,32,0.704545455,0.704545455
"Noble County, Indiana",14,32,0.704545455,0.704545455
"Lanier County, Georgia",14,32,0.704545455,0.704545455
"Chambers County, Texas",14,32,0.704545455,0.704545455
"Monroe County, Illinois",14,32,0.704545455,0.704545455
"Cumberland County, Maine",14,32,0.704545455,0.704545455
"Alachua County, Florida",14,32,0.704545455,0.704545455
"Passaic County, New Jersey",14,32,0.704545455,0.704545455
"Dade County, Missouri",14,32,0.704545455,0.704545455
"Bosque County, Texas",14,32,0.704545455,0.704545455
"Hendricks County, Indiana",14,32,0.704545455,0.704545455
"St. Louis city, Missouri",14,32,0.704545455,0.704545455
"Montgomery County, Tennessee",14,32,0.704545455,0.704545455
"Greenbrier County, West Virginia",14,32,0.704545455,0.704545455
"Major County, Oklahoma",14,32,0.704545455,0.704545455
"Tarrant County, Texas",14,32,0.704545455,0.704545455
"Hardin County, Illinois",14,32,0.704545455,0.704545455
"Lipscomb County, Texas",14,32,0.704545455,0.704545455
"Grundy County, Tennessee",14,32,0.704545455,0.704545455
"Middlesex County, Virginia",14,32,0.704545455,0.704545455
"Screven County, Georgia",14,32,0.704545455,0.704545455
"Scott County, Indiana",14,32,0.704545455,0.704545455
"Northumberland County, Virginia",14,32,0.704545455,0.704545455
"Fayette County, Alabama",14,32,0.704545455,0.704545455
"Fayette County, Texas",14,32,0.704545455,0.704545455
"Carroll County, Mississippi",14,32,0.704545455,0.704545455
"Caddo County, Oklahoma",14,32,0.704545455,0.704545455
"Cabarrus County, North Carolina",14,32,0.704545455,0.704545455
"Green County, Kentucky",14,32,0.704545455,0.704545455
"Marlboro County, South Carolina",14,32,0.704545455,0.704545455
"Union County, Georgia",14,32,0.704545455,0.704545455
"Harris County, Texas",14,32,0.704545455,0.704545455
"Talbot County, Georgia",14,32,0.704545455,0.704545455
"Pamlico County, North Carolina",14,32,0.704545455,0.704545455
"Lamoille County, Vermont",14,32,0.704545455,0.704545455
"LaSalle Parish, Louisiana",14,32,0.704545455,0.704545455
"Waller County, Texas",14,32,0.704545455,0.704545455
"Platte County, Missouri",14,32,0.704545455,0.704545455
"Perry County, Mississippi",14,32,0.704545455,0.704545455
"Hampshire County, West Virginia",14,32,0.704545455,0.704545455
"Madison County, Arkansas",15,31,0.681818182,0.681818182
"Lewis County, Kentucky",15,31,0.681818182,0.681818182
"Milam County, Texas",15,31,0.681818182,0.681818182
"Noxubee County, Mississippi",15,31,0.681818182,0.681818182
"Marion County, Texas",15,31,0.681818182,0.681818182
"Ector County, Texas",15,31,0.681818182,0.681818182
"Morgan County, Missouri",15,31,0.681818182,0.681818182
"Grand Isle County, Vermont",15,31,0.681818182,0.681818182
"Effingham County, Georgia",15,31,0.681818182,0.681818182
"Shannon County, Missouri",15,31,0.681818182,0.681818182
"Hall County, Texas",15,31,0.681818182,0.681818182
"Benton County, Tennessee",15,31,0.681818182,0.681818182
