Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,PrepEvac_SVI
"Calhoun County, Florida",43,93,0.686567164,0.686567164
"Boone County, Missouri",43,93,0.686567164,0.686567164
"Lawrence County, Kentucky",43,93,0.686567164,0.686567164
"Terrell County, Georgia",43,93,0.686567164,0.686567164
"Kaufman County, Texas",43,93,0.686567164,0.686567164
"Brunswick County, North Carolina",44,92,0.679104478,0.679104478
"Adams County, Indiana",44,92,0.679104478,0.679104478
"Lafayette County, Arkansas",44,92,0.679104478,0.679104478
"Virginia Beach city, Virginia",44,92,0.679104478,0.679104478
"Nicholas County, Kentucky",44,92,0.679104478,0.679104478
"Cleveland County, Arkansas",44,92,0.679104478,0.679104478
"Brazoria County, Texas",44,92,0.679104478,0.679104478
"Dallas County, Alabama",44,92,0.679104478,0.679104478
"Gwinnett County, Georgia",44,92,0.679104478,0.679104478
"Colorado County, Texas",44,92,0.679104478,0.679104478
"Dougherty County, Georgia",44,92,0.679104478,0.679104478
"Dutchess County, New York",44,92,0.679104478,0.679104478
"Worcester County, Maryland",44,92,0.679104478,0.679104478
"Pulaski County, Missouri",44,92,0.679104478,0.679104478
"Washington County, North Carolina",45,91,0.671641791,0.671641791
"Richmond County, Virginia",45,91,0.671641791,0.671641791
"Strafford County, New Hampshire",45,91,0.671641791,0.671641791
"Whitfield County, Georgia",45,91,0.671641791,0.671641791
"Mecklenburg County, North Carolina",45,91,0.671641791,0.671641791
"Noxubee County, Mississippi",45,91,0.671641791,0.671641791
"Lewis County, Kentucky",45,91,0.671641791,0.671641791
"Wilcox County, Georgia",45,91,0.671641791,0.671641791
"Wise County, Texas",45,91,0.671641791,0.671641791
"Swain County, North Carolina",45,91,0.671641791,0.671641791
"Kane County, Illinois",45,91,0.671641791,0.671641791
"Jo Daviess County, Illinois",45,91,0.671641791,0.671641791
"Karnes County, Texas",45,91,0.671641791,0.671641791
"Shackelford County, Texas",45,91,0.671641791,0.671641791
"Haywood County, Tennessee",45,91,0.671641791,0.671641791
"Hughes County, Oklahoma",45,91,0.671641791,0.671641791
"Clay County, Alabama",45,91,0.671641791,0.671641791
"Neshoba County, Mississippi",46,90,0.664179104,0.664179104
"Union County, South Carolina",46,90,0.664179104,0.664179104
"Lynchburg city, Virginia",46,90,0.664179104,0.664179104
"Mercer County, Ohio",46,90,0.664179104,0.664179104
"Mississippi County, Missouri",46,90,0.664179104,0.664179104
"Mercer County, New Jersey",46,90,0.664179104,0.664179104
"Fluvanna County, Virginia",46,90,0.664179104,0.664179104
"St. Landry Parish, Louisiana",46,90,0.664179104,0.664179104
"Bertie County, North Carolina",46,90,0.664179104,0.664179104
"Haskell County, Texas",46,90,0.664179104,0.664179104
"Kemper County, Mississippi",46,90,0.664179104,0.664179104
"Marion County, South Carolina",46,90,0.664179104,0.664179104
"Russell County, Virginia",46,90,0.664179104,0.664179104
"Lee County, South Carolina",46,90,0.664179104,0.664179104
"Montgomery County, Texas",47,89,0.656716418,0.656716418
"Gulf County, Florida",47,89,0.656716418,0.656716418
"Lincoln County, Maine",47,89,0.656716418,0.656716418
"Jefferson County, Oklahoma",47,89,0.656716418,0.656716418
"St. Francis County, Arkansas",47,89,0.656716418,0.656716418
"Danville city, Virginia",47,89,0.656716418,0.656716418
"Kiowa County, Oklahoma",47,89,0.656716418,0.656716418
"Chesapeake city, Virginia",47,89,0.656716418,0.656716418
"Wayne County, Kentucky",47,89,0.656716418,0.656716418
"Monroe County, Florida",47,89,0.656716418,0.656716418
"Union County, Florida",48,88,0.649253731,0.649253731
"Hempstead County, Arkansas",48,88,0.649253731,0.649253731
"Pickett County, Tennessee",48,88,0.649253731,0.649253731
"Franklin County, Alabama",48,88,0.649253731,0.649253731
"Dallas County, Texas",48,88,0.649253731,0.649253731
"Alexander County, Illinois",48,88,0.649253731,0.649253731
"Medina County, Ohio",48,88,0.649253731,0.649253731
"Collingsworth County, Texas",48,88,0.649253731,0.649253731
"Newton County, Arkansas",48,88,0.649253731,0.649253731
"Macon County, Alabama",48,88,0.649253731,0.649253731
"Kinney County, Texas",48,88,0.649253731,0.649253731
"McDonald County, Missouri",48,88,0.649253731,0.649253731
"Evans County, Georgia",48,88,0.649253731,0.649253731
"Texas County, Missouri",49,87,0.641791045,0.641791045
"Franklin Parish, Louisiana",49,87,0.641791045,0.641791045
"Jefferson Davis County, Mississippi",49,87,0.641791045,0.641791045
"Monroe County, Missouri",49,87,0.641791045,0.641791045
"Pike County, Arkansas",49,87,0.641791045,0.641791045
"Clay County, Mississippi",49,87,0.641791045,0.641791045
"Wise County, Virginia",49,87,0.641791045,0.641791045
"Adair County, Missouri",49,87,0.641791045,0.641791045
"Camden County, North Carolina",49,87,0.641791045,0.641791045
"Desha County, Arkansas",49,87,0.641791045,0.641791045
"Bracken County, Kentucky",49,87,0.641791045,0.641791045
"Grundy County, Illinois",49,87,0.641791045,0.641791045
"Tyler County, Texas",49,87,0.641791045,0.641791045
"Oldham County, Texas",49,87,0.641791045,0.641791045
"Benton County, Mississippi",49,87,0.641791045,0.641791045
"Liberty County, Georgia",49,87,0.641791045,0.641791045
"Kent County, Rhode Island",50,86,0.634328358,0.634328358
"Barnwell County, South Carolina",50,86,0.634328358,0.634328358
"Rowan County, Kentucky",50,86,0.634328358,0.634328358
"Todd County, Kentucky",50,86,0.634328358,0.634328358
"Livingston County, Kentucky",50,86,0.634328358,0.634328358
"Wilson County, Texas",50,86,0.634328358,0.634328358
"Kosciusko County, Indiana",50,86,0.634328358,0.634328358
"Ripley County, Missouri",50,86,0.634328358,0.634328358
"Craig County, Oklahoma",50,86,0.634328358,0.634328358
"Brunswick County, Virginia",50,86,0.634328358,0.634328358
"Greene County, Mississippi",50,86,0.634328358,0.634328358
"Roanoke County, Virginia",50,86,0.634328358,0.634328358
"Braxton County, West Virginia",50,86,0.634328358,0.634328358
"Talbot County, Maryland",50,86,0.634328358,0.634328358
"Knox County, Texas",50,86,0.634328358,0.634328358
"Franklin County, Florida",50,86,0.634328358,0.634328358
"Andrews County, Texas",50,86,0.634328358,0.634328358
"Parker County, Texas",50,86,0.634328358,0.634328358
"McLean County, Illinois",50,86,0.634328358,0.634328358
"Polk County, North Carolina",50,86,0.634328358,0.634328358
"Merrimack County, New Hampshire",51,85,0.626865672,0.626865672
"Madison County, Texas",51,85,0.626865672,0.626865672
"Effingham County, Georgia",51,85,0.626865672,0.626865672
"Marion County, Kentucky",51,85,0.626865672,0.626865672
"Somervell County, Texas",51,85,0.626865672,0.626865672
"Rains County, Texas",51,85,0.626865672,0.626865672
"Osage County, Missouri",51,85,0.626865672,0.626865672
"Tishomingo County, Mississippi",51,85,0.626865672,0.626865672
"Hays County, Texas",51,85,0.626865672,0.626865672
"Philadelphia County, Pennsylvania",51,85,0.626865672,0.626865672
"Carson County, Texas",51,85,0.626865672,0.626865672
"Seminole County, Florida",51,85,0.626865672,0.626865672
"Sabine County, Texas",51,85,0.626865672,0.626865672
"Cabarrus County, North Carolina",51,85,0.626865672,0.626865672
"Worcester County, Massachusetts",51,85,0.626865672,0.626865672
"Covington city, Virginia",51,85,0.626865672,0.626865672
"Gallatin County, Kentucky",51,85,0.626865672,0.626865672
"Logan County, Arkansas",51,85,0.626865672,0.626865672
"Cedar County, Missouri",51,85,0.626865672,0.626865672
"Clark County, Missouri",52,84,0.619402985,0.619402985
"Cochran County, Texas",52,84,0.619402985,0.619402985
"Baxter County, Arkansas",52,84,0.619402985,0.619402985
"Caldwell County, Missouri",52,84,0.619402985,0.619402985
"Pinellas County, Florida",52,84,0.619402985,0.619402985
"Benton County, Arkansas",52,84,0.619402985,0.619402985
"McIntosh County, Georgia",52,84,0.619402985,0.619402985
"Clay County, North Carolina",52,84,0.619402985,0.619402985
"Bath County, Virginia",52,84,0.619402985,0.619402985
"Uvalde County, Texas",52,84,0.619402985,0.619402985
"Calhoun County, Arkansas",52,84,0.619402985,0.619402985
"Adair County, Kentucky",52,84,0.619402985,0.619402985
"Graham County, North Carolina",52,84,0.619402985,0.619402985
"Long County, Georgia",52,84,0.619402985,0.619402985
"Carroll County, Mississippi",52,84,0.619402985,0.619402985
"Randolph County, Arkansas",52,84,0.619402985,0.619402985
"Sharkey County, Mississippi",52,84,0.619402985,0.619402985
"Scott County, Virginia",52,84,0.619402985,0.619402985
"Hampshire County, West Virginia",52,84,0.619402985,0.619402985
"Midland County, Texas",52,84,0.619402985,0.619402985
"Barbour County, West Virginia",52,84,0.619402985,0.619402985
"Webster County, West Virginia",52,84,0.619402985,0.619402985
"Jim Wells County, Texas",53,83,0.611940299,0.611940299
"Madison County, Mississippi",53,83,0.611940299,0.611940299
"Indian River County, Florida",53,83,0.611940299,0.611940299
"Warren County, New Jersey",53,83,0.611940299,0.611940299
"Calhoun County, Mississippi",53,83,0.611940299,0.611940299
"Jackson County, North Carolina",53,83,0.611940299,0.611940299
"Lipscomb County, Texas",53,83,0.611940299,0.611940299
"Henrico County, Virginia",53,83,0.611940299,0.611940299
"Hancock County, Indiana",53,83,0.611940299,0.611940299
"Berkshire County, Massachusetts",53,83,0.611940299,0.611940299
"Cotton County, Oklahoma",53,83,0.611940299,0.611940299
"Hamilton County, New York",53,83,0.611940299,0.611940299
"Harris County, Georgia",53,83,0.611940299,0.611940299
"Vinton County, Ohio",53,83,0.611940299,0.611940299
"Eastland County, Texas",53,83,0.611940299,0.611940299
"Edmonson County, Kentucky",53,83,0.611940299,0.611940299
"Richland Parish, Louisiana",53,83,0.611940299,0.611940299
"St. Louis County, Missouri",54,82,0.604477612,0.604477612
"Gadsden County, Florida",54,82,0.604477612,0.604477612
"Culpeper County, Virginia",54,82,0.604477612,0.604477612
"Mitchell County, Georgia",54,82,0.604477612,0.604477612
"Jay County, Indiana",54,82,0.604477612,0.604477612
"Hampton County, South Carolina",54,82,0.604477612,0.604477612
"Juniata County, Pennsylvania",54,82,0.604477612,0.604477612
"Rutherford County, Tennessee",54,82,0.604477612,0.604477612
"Floyd County, Texas",54,82,0.604477612,0.604477612
"DeKalb County, Illinois",54,82,0.604477612,0.604477612
"Baltimore County, Maryland",54,82,0.604477612,0.604477612
"Monroe County, Ohio",54,82,0.604477612,0.604477612
"Marshall County, Indiana",54,82,0.604477612,0.604477612
"Scott County, Arkansas",54,82,0.604477612,0.604477612
"Pulaski County, Illinois",55,81,0.597014925,0.597014925
"Vernon County, Missouri",55,81,0.597014925,0.597014925
"Nowata County, Oklahoma",55,81,0.597014925,0.597014925
"Franklin County, Ohio",55,81,0.597014925,0.597014925
"Putnam County, Ohio",55,81,0.597014925,0.597014925
"Allegheny County, Pennsylvania",55,81,0.597014925,0.597014925
"Choctaw County, Oklahoma",55,81,0.597014925,0.597014925
"Davidson County, Tennessee",55,81,0.597014925,0.597014925
"Delaware County, Pennsylvania",55,81,0.597014925,0.597014925
"Bibb County, Alabama",55,81,0.597014925,0.597014925
"Ben Hill County, Georgia",55,81,0.597014925,0.597014925
"Wilson County, Tennessee",55,81,0.597014925,0.597014925
"Rensselaer County, New York",55,81,0.597014925,0.597014925
"Broward County, Florida",55,81,0.597014925,0.597014925
"Northampton County, North Carolina",55,81,0.597014925,0.597014925
"Hancock County, Kentucky",55,81,0.597014925,0.597014925
"Refugio County, Texas",55,81,0.597014925,0.597014925
"Bulloch County, Georgia",55,81,0.597014925,0.597014925
"Covington County, Mississippi",55,81,0.597014925,0.597014925
"Smith County, Mississippi",55,81,0.597014925,0.597014925
"Winston County, Mississippi",55,81,0.597014925,0.597014925
"Falls County, Texas",55,81,0.597014925,0.597014925
"Charleston County, South Carolina",56,80,0.589552239,0.589552239
"Fayette County, Indiana",56,80,0.589552239,0.589552239
"Noble County, Ohio",56,80,0.589552239,0.589552239
"Pike County, Indiana",56,80,0.589552239,0.589552239
"Moniteau County, Missouri",56,80,0.589552239,0.589552239
"Ector County, Texas",56,80,0.589552239,0.589552239
"Jeff Davis County, Georgia",56,80,0.589552239,0.589552239
"Roane County, West Virginia",56,80,0.589552239,0.589552239
"Marion County, Arkansas",56,80,0.589552239,0.589552239
"Washington County, Kentucky",56,80,0.589552239,0.589552239
"Newport News city, Virginia",56,80,0.589552239,0.589552239
"Pecos County, Texas",56,80,0.589552239,0.589552239
"Walker County, Texas",56,80,0.589552239,0.589552239
"Pamlico County, North Carolina",56,80,0.589552239,0.589552239
"Henry County, Georgia",56,80,0.589552239,0.589552239
"Johnson County, Indiana",56,80,0.589552239,0.589552239
"Colquitt County, Georgia",56,80,0.589552239,0.589552239
"Ocean County, New Jersey",57,79,0.582089552,0.582089552
"Claiborne County, Tennessee",57,79,0.582089552,0.582089552
"Appling County, Georgia",57,79,0.582089552,0.582089552
"Natchitoches Parish, Louisiana",57,79,0.582089552,0.582089552
"Ascension Parish, Louisiana",57,79,0.582089552,0.582089552
"Washington County, Vermont",57,79,0.582089552,0.582089552
"Pike County, Georgia",57,79,0.582089552,0.582089552
"Caldwell County, Kentucky",57,79,0.582089552,0.582089552
"Frederick County, Virginia",57,79,0.582089552,0.582089552
"Carter County, Missouri",57,79,0.582089552,0.582089552
"Webster Parish, Louisiana",57,79,0.582089552,0.582089552
"Bristol County, Massachusetts",57,79,0.582089552,0.582089552
"Winston County, Alabama",57,79,0.582089552,0.582089552
"Halifax County, North Carolina",57,79,0.582089552,0.582089552
"Butler County, Pennsylvania",57,79,0.582089552,0.582089552
"Van Buren County, Arkansas",57,79,0.582089552,0.582089552
"Jackson Parish, Louisiana",57,79,0.582089552,0.582089552
"Carroll County, Arkansas",57,79,0.582089552,0.582089552
"Crosby County, Texas",57,79,0.582089552,0.582089552
"Bandera County, Texas",57,79,0.582089552,0.582089552
"Baltimore city, Maryland",57,79,0.582089552,0.582089552
"Harris County, Texas",57,79,0.582089552,0.582089552
"Towns County, Georgia",58,78,0.574626866,0.574626866
"Clay County, Missouri",58,78,0.574626866,0.574626866
"Tyler County, West Virginia",58,78,0.574626866,0.574626866
"Botetourt County, Virginia",58,78,0.574626866,0.574626866
"Addison County, Vermont",58,78,0.574626866,0.574626866
"Red River County, Texas",58,78,0.574626866,0.574626866
"Brewster County, Texas",58,78,0.574626866,0.574626866
"Jackson County, Georgia",58,78,0.574626866,0.574626866
"Beckham County, Oklahoma",58,78,0.574626866,0.574626866
"Throckmorton County, Texas",58,78,0.574626866,0.574626866
"Montgomery County, Arkansas",58,78,0.574626866,0.574626866
"Martinsville city, Virginia",58,78,0.574626866,0.574626866
"Montgomery County, Tennessee",58,78,0.574626866,0.574626866
"Charlton County, Georgia",58,78,0.574626866,0.574626866
"Orange County, Florida",58,78,0.574626866,0.574626866
"Burnet County, Texas",58,78,0.574626866,0.574626866
"Harrison County, Kentucky",58,78,0.574626866,0.574626866
"DeKalb County, Georgia",58,78,0.574626866,0.574626866
"Palm Beach County, Florida",58,78,0.574626866,0.574626866
"Highlands County, Florida",58,78,0.574626866,0.574626866
"Dubois County, Indiana",58,78,0.574626866,0.574626866
"Warren County, New York",58,78,0.574626866,0.574626866
"Sagadahoc County, Maine",58,78,0.574626866,0.574626866
"Garvin County, Oklahoma",59,77,0.567164179,0.567164179
"Orange County, New York",59,77,0.567164179,0.567164179
"Lauderdale County, Mississippi",59,77,0.567164179,0.567164179
"Windsor County, Vermont",59,77,0.567164179,0.567164179
"Cumberland County, Pennsylvania",59,77,0.567164179,0.567164179
"Irwin County, Georgia",59,77,0.567164179,0.567164179
"Onslow County, North Carolina",59,77,0.567164179,0.567164179
"New Hanover County, North Carolina",59,77,0.567164179,0.567164179
"York County, Maine",59,77,0.567164179,0.567164179
"Franklin County, Arkansas",59,77,0.567164179,0.567164179
"Tarrant County, Texas",59,77,0.567164179,0.567164179
"Fayette County, Kentucky",59,77,0.567164179,0.567164179
"Coweta County, Georgia",59,77,0.567164179,0.567164179
"Martin County, Texas",59,77,0.567164179,0.567164179
"Greer County, Oklahoma",59,77,0.567164179,0.567164179
"Meriwether County, Georgia",59,77,0.567164179,0.567164179
"Canadian County, Oklahoma",59,77,0.567164179,0.567164179
"Wakulla County, Florida",59,77,0.567164179,0.567164179
"Auglaize County, Ohio",60,76,0.559701493,0.559701493
"Atascosa County, Texas",60,76,0.559701493,0.559701493
"Raleigh County, West Virginia",60,76,0.559701493,0.559701493
"Currituck County, North Carolina",60,76,0.559701493,0.559701493
"Schenectady County, New York",60,76,0.559701493,0.559701493
"Liberty County, Florida",60,76,0.559701493,0.559701493
"Owen County, Kentucky",60,76,0.559701493,0.559701493
"Marion County, Texas",60,76,0.559701493,0.559701493
"Benton County, Tennessee",60,76,0.559701493,0.559701493
"McDonough County, Illinois",60,76,0.559701493,0.559701493
"Scott County, Kentucky",60,76,0.559701493,0.559701493
"Guadalupe County, Texas",60,76,0.559701493,0.559701493
"Tucker County, West Virginia",60,76,0.559701493,0.559701493
"Franklin city, Virginia",60,76,0.559701493,0.559701493
"Sullivan County, Pennsylvania",60,76,0.559701493,0.559701493
"Seminole County, Oklahoma",60,76,0.559701493,0.559701493
"Menard County, Illinois",60,76,0.559701493,0.559701493
"Alleghany County, North Carolina",60,76,0.559701493,0.559701493
"Cass County, Missouri",60,76,0.559701493,0.559701493
"Miami-Dade County, Florida",60,76,0.559701493,0.559701493
"Shelby County, Texas",60,76,0.559701493,0.559701493
"Pitt County, North Carolina",61,75,0.552238806,0.552238806
"Monroe County, New York",61,75,0.552238806,0.552238806
"Brooks County, Georgia",61,75,0.552238806,0.552238806
"Franklin County, Mississippi",61,75,0.552238806,0.552238806
"Copiah County, Mississippi",61,75,0.552238806,0.552238806
"Bibb County, Georgia",61,75,0.552238806,0.552238806
"Prince George County, Virginia",61,75,0.552238806,0.552238806
"Transylvania County, North Carolina",61,75,0.552238806,0.552238806
"Trimble County, Kentucky",61,75,0.552238806,0.552238806
"Cumberland County, Virginia",61,75,0.552238806,0.552238806
"Dixie County, Florida",61,75,0.552238806,0.552238806
"Barton County, Missouri",61,75,0.552238806,0.552238806
"Greene County, Ohio",61,75,0.552238806,0.552238806
"Marion County, Georgia",61,75,0.552238806,0.552238806
"Terry County, Texas",61,75,0.552238806,0.552238806
"Monroe County, Alabama",61,75,0.552238806,0.552238806
"New Castle County, Delaware",61,75,0.552238806,0.552238806
"Robertson County, Kentucky",61,75,0.552238806,0.552238806
"Grafton County, New Hampshire",61,75,0.552238806,0.552238806
"Dodge County, Georgia",61,75,0.552238806,0.552238806
"Barry County, Missouri",62,74,0.544776119,0.544776119
"Hopewell city, Virginia",62,74,0.544776119,0.544776119
"Pulaski County, Georgia",62,74,0.544776119,0.544776119
"Franklin County, Massachusetts",62,74,0.544776119,0.544776119
"Hill County, Texas",62,74,0.544776119,0.544776119
"Benton County, Missouri",62,74,0.544776119,0.544776119
"Whitley County, Kentucky",62,74,0.544776119,0.544776119
"White County, Indiana",62,74,0.544776119,0.544776119
"Orangeburg County, South Carolina",62,74,0.544776119,0.544776119
"Kent County, Maryland",62,74,0.544776119,0.544776119
"Ontario County, New York",62,74,0.544776119,0.544776119
"Brown County, Indiana",62,74,0.544776119,0.544776119
"Union Parish, Louisiana",62,74,0.544776119,0.544776119
"Morgan County, Kentucky",62,74,0.544776119,0.544776119
"Jackson County, West Virginia",62,74,0.544776119,0.544776119
"Forest County, Pennsylvania",62,74,0.544776119,0.544776119
"St. Bernard Parish, Louisiana",62,74,0.544776119,0.544776119
"Coosa County, Alabama",62,74,0.544776119,0.544776119
"Forrest County, Mississippi",62,74,0.544776119,0.544776119
"Marion County, Mississippi",62,74,0.544776119,0.544776119
"Clarendon County, South Carolina",63,73,0.537313433,0.537313433
"York County, South Carolina",63,73,0.537313433,0.537313433
"Bacon County, Georgia",63,73,0.537313433,0.537313433
"Hancock County, Maine",63,73,0.537313433,0.537313433
"Pendleton County, Kentucky",63,73,0.537313433,0.537313433
"Osceola County, Florida",63,73,0.537313433,0.537313433
"Shelby County, Ohio",63,73,0.537313433,0.537313433
"Erie County, New York",63,73,0.537313433,0.537313433
"Titus County, Texas",63,73,0.537313433,0.537313433
"Beaufort County, South Carolina",63,73,0.537313433,0.537313433
"Sumter County, Georgia",63,73,0.537313433,0.537313433
"Perry County, Arkansas",63,73,0.537313433,0.537313433
"Early County, Georgia",63,73,0.537313433,0.537313433
"Williamsburg County, South Carolina",63,73,0.537313433,0.537313433
"Grundy County, Tennessee",63,73,0.537313433,0.537313433
"Lake County, Ohio",63,73,0.537313433,0.537313433
"Monroe County, Kentucky",63,73,0.537313433,0.537313433
"Smyth County, Virginia",64,72,0.529850746,0.529850746
"Prentiss County, Mississippi",64,72,0.529850746,0.529850746
"Emanuel County, Georgia",64,72,0.529850746,0.529850746
"Woodford County, Illinois",64,72,0.529850746,0.529850746
"Flagler County, Florida",64,72,0.529850746,0.529850746
"Madison County, Florida",64,72,0.529850746,0.529850746
"Columbia County, New York",64,72,0.529850746,0.529850746
"Belknap County, New Hampshire",64,72,0.529850746,0.529850746
"McLean County, Kentucky",64,72,0.529850746,0.529850746
"Hamilton County, Ohio",64,72,0.529850746,0.529850746
"Washita County, Oklahoma",64,72,0.529850746,0.529850746
"Onondaga County, New York",64,72,0.529850746,0.529850746
"Noble County, Oklahoma",64,72,0.529850746,0.529850746
"Salem city, Virginia",64,72,0.529850746,0.529850746
"Brantley County, Georgia",64,72,0.529850746,0.529850746
"Steuben County, Indiana",64,72,0.529850746,0.529850746
"Union County, Mississippi",64,72,0.529850746,0.529850746
"Gallatin County, Illinois",64,72,0.529850746,0.529850746
"Scott County, Mississippi",64,72,0.529850746,0.529850746
"Candler County, Georgia",64,72,0.529850746,0.529850746
"Pike County, Alabama",64,72,0.529850746,0.529850746
"Crisp County, Georgia",64,72,0.529850746,0.529850746
"Warren County, North Carolina",64,72,0.529850746,0.529850746
"Johnson County, Texas",64,72,0.529850746,0.529850746
"Washington Parish, Louisiana",65,71,0.52238806,0.52238806
"Chesterfield County, South Carolina",65,71,0.52238806,0.52238806
"Williams County, Ohio",65,71,0.52238806,0.52238806
"Knox County, Maine",65,71,0.52238806,0.52238806
"Rockcastle County, Kentucky",65,71,0.52238806,0.52238806
"Lamar County, Alabama",65,71,0.52238806,0.52238806
"Grenada County, Mississippi",65,71,0.52238806,0.52238806
"Heard County, Georgia",65,71,0.52238806,0.52238806
"Piscataquis County, Maine",65,71,0.52238806,0.52238806
"Baylor County, Texas",65,71,0.52238806,0.52238806
"Macon County, North Carolina",65,71,0.52238806,0.52238806
"Martin County, North Carolina",65,71,0.52238806,0.52238806
"Elbert County, Georgia",65,71,0.52238806,0.52238806
"Campbell County, Tennessee",65,71,0.52238806,0.52238806
"Piatt County, Illinois",65,71,0.52238806,0.52238806
"Barrow County, Georgia",65,71,0.52238806,0.52238806
"Carteret County, North Carolina",65,71,0.52238806,0.52238806
"Clayton County, Georgia",65,71,0.52238806,0.52238806
"Ouachita County, Arkansas",65,71,0.52238806,0.52238806
"Clinton County, Indiana",65,71,0.52238806,0.52238806
"George County, Mississippi",65,71,0.52238806,0.52238806
"Ottawa County, Ohio",65,71,0.52238806,0.52238806
"Childress County, Texas",65,71,0.52238806,0.52238806
"Houston County, Georgia",66,70,0.514925373,0.514925373
"Putnam County, Florida",66,70,0.514925373,0.514925373
"Lampasas County, Texas",66,70,0.514925373,0.514925373
"Suffolk city, Virginia",66,70,0.514925373,0.514925373
"Santa Rosa County, Florida",66,70,0.514925373,0.514925373
"Prince Edward County, Virginia",66,70,0.514925373,0.514925373
"Jackson County, Indiana",66,70,0.514925373,0.514925373
"Miller County, Georgia",66,70,0.514925373,0.514925373
"Clay County, Florida",66,70,0.514925373,0.514925373
"Ware County, Georgia",66,70,0.514925373,0.514925373
"Van Zandt County, Texas",66,70,0.514925373,0.514925373
"Mississippi County, Arkansas",66,70,0.514925373,0.514925373
"Elkhart County, Indiana",66,70,0.514925373,0.514925373
"Essex County, Vermont",66,70,0.514925373,0.514925373
"Randall County, Texas",66,70,0.514925373,0.514925373
"Cabell County, West Virginia",66,70,0.514925373,0.514925373
"Lee County, Alabama",66,70,0.514925373,0.514925373
"Bell County, Texas",66,70,0.514925373,0.514925373
"Morgan County, Ohio",66,70,0.514925373,0.514925373
"Holt County, Missouri",66,70,0.514925373,0.514925373
"McClain County, Oklahoma",67,69,0.507462687,0.507462687
"Limestone County, Texas",67,69,0.507462687,0.507462687
"Westmoreland County, Pennsylvania",67,69,0.507462687,0.507462687
"Christian County, Kentucky",67,69,0.507462687,0.507462687
"Poinsett County, Arkansas",67,69,0.507462687,0.507462687
"Decatur County, Georgia",67,69,0.507462687,0.507462687
"Chowan County, North Carolina",67,69,0.507462687,0.507462687
"Holmes County, Florida",67,69,0.507462687,0.507462687
"Galax city, Virginia",67,69,0.507462687,0.507462687
"Greenbrier County, West Virginia",67,69,0.507462687,0.507462687
"Daviess County, Indiana",67,69,0.507462687,0.507462687
"Wayne County, Mississippi",67,69,0.507462687,0.507462687
"Scioto County, Ohio",67,69,0.507462687,0.507462687
"Washington County, Missouri",67,69,0.507462687,0.507462687
"Alexander County, North Carolina",67,69,0.507462687,0.507462687
"Coos County, New Hampshire",67,69,0.507462687,0.507462687
"Clarke County, Alabama",67,69,0.507462687,0.507462687
"Lenoir County, North Carolina",67,69,0.507462687,0.507462687
"Dawson County, Georgia",67,69,0.507462687,0.507462687
"Jackson County, Texas",67,69,0.507462687,0.507462687
"Jefferson County, New York",67,69,0.507462687,0.507462687
"Wright County, Missouri",68,68,0.5,0.5
"Atlantic County, New Jersey",68,68,0.5,0.5
"Randolph County, Alabama",68,68,0.5,0.5
"DeSoto County, Mississippi",68,68,0.5,0.5
"Wood County, Ohio",68,68,0.5,0.5
"Grayson County, Kentucky",68,68,0.5,0.5
"Broome County, New York",68,68,0.5,0.5
"Okaloosa County, Florida",68,68,0.5,0.5
"Coffee County, Georgia",68,68,0.5,0.5
"Sabine Parish, Louisiana",68,68,0.5,0.5
"Jefferson County, West Virginia",68,68,0.5,0.5
"Fayette County, West Virginia",68,68,0.5,0.5
"Lubbock County, Texas",68,68,0.5,0.5
"King William County, Virginia",68,68,0.5,0.5
"McCurtain County, Oklahoma",68,68,0.5,0.5
"Choctaw County, Mississippi",68,68,0.5,0.5
"Orange County, Vermont",68,68,0.5,0.5
"Delta County, Texas",68,68,0.5,0.5
"Chatham County, North Carolina",68,68,0.5,0.5
"Windham County, Vermont",69,67,0.492537313,0.492537313
"Choctaw County, Alabama",69,67,0.492537313,0.492537313
"Butler County, Kentucky",69,67,0.492537313,0.492537313
"Banks County, Georgia",69,67,0.492537313,0.492537313
"El Paso County, Texas",69,67,0.492537313,0.492537313
"Cherokee County, North Carolina",69,67,0.492537313,0.492537313
"Greene County, North Carolina",69,67,0.492537313,0.492537313
"Washington County, Arkansas",69,67,0.492537313,0.492537313
"Carter County, Kentucky",69,67,0.492537313,0.492537313
"Rankin County, Mississippi",69,67,0.492537313,0.492537313
"Aransas County, Texas",69,67,0.492537313,0.492537313
"Porter County, Indiana",69,67,0.492537313,0.492537313
"Cheshire County, New Hampshire",69,67,0.492537313,0.492537313
"Van Wert County, Ohio",69,67,0.492537313,0.492537313
"Hopkins County, Texas",69,67,0.492537313,0.492537313
"Crawford County, Georgia",69,67,0.492537313,0.492537313
"Washington County, Maine",69,67,0.492537313,0.492537313
"Essex County, New York",69,67,0.492537313,0.492537313
"Warren County, Indiana",69,67,0.492537313,0.492537313
"Clark County, Arkansas",69,67,0.492537313,0.492537313
"Marion County, Alabama",69,67,0.492537313,0.492537313
"Madison County, Alabama",70,66,0.485074627,0.485074627
"Montgomery County, Kentucky",70,66,0.485074627,0.485074627
"Fairfield County, Ohio",70,66,0.485074627,0.485074627
"Wyandot County, Ohio",70,66,0.485074627,0.485074627
"Northampton County, Virginia",70,66,0.485074627,0.485074627
"Dunklin County, Missouri",70,66,0.485074627,0.485074627
