Geographic Area,Rank,Reversed Rank,Normalized Reversed Rank,HealthEvac_SVI
"Edwards County, Texas",1,112,1,1
"Kenedy County, Texas",1,112,1,1
"Stonewall County, Texas",2,111,0.990990991,0.990990991
"McMullen County, Texas",2,111,0.990990991,0.990990991
"Wolfe County, Kentucky",2,111,0.990990991,0.990990991
"Mills County, Texas",2,111,0.990990991,0.990990991
"McDowell County, West Virginia",2,111,0.990990991,0.990990991
"Presidio County, Texas",2,111,0.990990991,0.990990991
"Glasscock County, Texas",2,111,0.990990991,0.990990991
"King County, Texas",3,110,0.981981982,0.981981982
"Jeff Davis County, Texas",3,110,0.981981982,0.981981982
"Pushmataha County, Oklahoma",3,110,0.981981982,0.981981982
"LaGrange County, Indiana",3,110,0.981981982,0.981981982
"Loudoun County, Virginia",3,110,0.981981982,0.981981982
"Falls Church city, Virginia",3,110,0.981981982,0.981981982
"Issaquena County, Mississippi",3,110,0.981981982,0.981981982
"Greene County, Alabama",3,110,0.981981982,0.981981982
"Sumter County, Florida",3,110,0.981981982,0.981981982
"Mason County, Texas",4,109,0.972972973,0.972972973
"Scotland County, Missouri",4,109,0.972972973,0.972972973
"Borden County, Texas",4,109,0.972972973,0.972972973
"Culberson County, Texas",4,109,0.972972973,0.972972973
"Irion County, Texas",4,109,0.972972973,0.972972973
"Dickenson County, Virginia",4,109,0.972972973,0.972972973
"Arlington County, Virginia",4,109,0.972972973,0.972972973
"Phillips County, Arkansas",4,109,0.972972973,0.972972973
"Real County, Texas",4,109,0.972972973,0.972972973
"Chattahoochee County, Georgia",4,109,0.972972973,0.972972973
"Wyoming County, West Virginia",4,109,0.972972973,0.972972973
"LaSalle County, Texas",5,108,0.963963964,0.963963964
"Mingo County, West Virginia",5,108,0.963963964,0.963963964
"Highland County, Virginia",5,108,0.963963964,0.963963964
"Goliad County, Texas",5,108,0.963963964,0.963963964
"Letcher County, Kentucky",5,108,0.963963964,0.963963964
"Kent County, Texas",5,108,0.963963964,0.963963964
"Fulton County, Arkansas",5,108,0.963963964,0.963963964
"Quitman County, Georgia",5,108,0.963963964,0.963963964
"Logan County, West Virginia",5,108,0.963963964,0.963963964
"Clay County, West Virginia",5,108,0.963963964,0.963963964
"Dimmit County, Texas",5,108,0.963963964,0.963963964
"Summers County, West Virginia",5,108,0.963963964,0.963963964
"Lafayette County, Arkansas",6,107,0.954954955,0.954954955
"Galax city, Virginia",6,107,0.954954955,0.954954955
"Dickens County, Texas",6,107,0.954954955,0.954954955
"Crockett County, Texas",6,107,0.954954955,0.954954955
"Pendleton County, West Virginia",6,107,0.954954955,0.954954955
"Collin County, Texas",6,107,0.954954955,0.954954955
"Knox County, Kentucky",6,107,0.954954955,0.954954955
"Concho County, Texas",6,107,0.954954955,0.954954955
"Lexington city, Virginia",6,107,0.954954955,0.954954955
"Wheeler County, Georgia",6,107,0.954954955,0.954954955
"Sabine County, Texas",6,107,0.954954955,0.954954955
"Briscoe County, Texas",6,107,0.954954955,0.954954955
"Vinton County, Ohio",6,107,0.954954955,0.954954955
"Schleicher County, Texas",6,107,0.954954955,0.954954955
"Tensas Parish, Louisiana",6,107,0.954954955,0.954954955
"Brooks County, Texas",6,107,0.954954955,0.954954955
"Grant County, Indiana",7,106,0.945945946,0.945945946
"Fairfax County, Virginia",7,106,0.945945946,0.945945946
"Taylor County, Florida",7,106,0.945945946,0.945945946
"Hickory County, Missouri",7,106,0.945945946,0.945945946
"Howard County, Maryland",7,106,0.945945946,0.945945946
"Jenkins County, Georgia",7,106,0.945945946,0.945945946
"East Carroll Parish, Louisiana",7,106,0.945945946,0.945945946
"Reagan County, Texas",7,106,0.945945946,0.945945946
"Lowndes County, Alabama",7,106,0.945945946,0.945945946
"Northampton County, North Carolina",7,106,0.945945946,0.945945946
"Menard County, Texas",7,106,0.945945946,0.945945946
"Forsyth County, Georgia",8,105,0.936936937,0.936936937
"Holmes County, Ohio",8,105,0.936936937,0.936936937
"Coahoma County, Mississippi",8,105,0.936936937,0.936936937
"Dallam County, Texas",8,105,0.936936937,0.936936937
"Bell County, Kentucky",8,105,0.936936937,0.936936937
"Motley County, Texas",8,105,0.936936937,0.936936937
"Tallahatchie County, Mississippi",8,105,0.936936937,0.936936937
"Buchanan County, Virginia",8,105,0.936936937,0.936936937
"Jim Hogg County, Texas",8,105,0.936936937,0.936936937
"Jasper County, Mississippi",8,105,0.936936937,0.936936937
"Monroe County, Arkansas",8,105,0.936936937,0.936936937
"Terrell County, Texas",9,104,0.927927928,0.927927928
"San Saba County, Texas",9,104,0.927927928,0.927927928
"Roger Mills County, Oklahoma",9,104,0.927927928,0.927927928
"Cottle County, Texas",9,104,0.927927928,0.927927928
"Williamson County, Tennessee",9,104,0.927927928,0.927927928
"Holmes County, Mississippi",9,104,0.927927928,0.927927928
"Perry County, Alabama",9,104,0.927927928,0.927927928
"Adair County, Oklahoma",9,104,0.927927928,0.927927928
"Lee County, Virginia",10,103,0.918918919,0.918918919
"Wake County, North Carolina",10,103,0.918918919,0.918918919
"Caddo Parish, Louisiana",10,103,0.918918919,0.918918919
"Morris County, New Jersey",10,103,0.918918919,0.918918919
"Hudspeth County, Texas",10,103,0.918918919,0.918918919
"Tompkins County, New York",10,103,0.918918919,0.918918919
"Alexandria city, Virginia",10,103,0.918918919,0.918918919
"Somerset County, New Jersey",10,103,0.918918919,0.918918919
"Denton County, Texas",11,102,0.90990991,0.90990991
"Conecuh County, Alabama",11,102,0.90990991,0.90990991
"Petersburg city, Virginia",11,102,0.90990991,0.90990991
"Kimble County, Texas",11,102,0.90990991,0.90990991
"Martinsville city, Virginia",11,102,0.90990991,0.90990991
"Bergen County, New Jersey",11,102,0.90990991,0.90990991
"Randolph County, Georgia",11,102,0.90990991,0.90990991
"Kinney County, Texas",11,102,0.90990991,0.90990991
"Orange County, North Carolina",11,102,0.90990991,0.90990991
"Nassau County, New York",11,102,0.90990991,0.90990991
"Hemphill County, Texas",11,102,0.90990991,0.90990991
"Searcy County, Arkansas",11,102,0.90990991,0.90990991
"Tunica County, Mississippi",11,102,0.90990991,0.90990991
"Hamilton County, Indiana",11,102,0.90990991,0.90990991
"Worth County, Missouri",11,102,0.90990991,0.90990991
"Franklin Parish, Louisiana",12,101,0.900900901,0.900900901
"Hunterdon County, New Jersey",12,101,0.900900901,0.900900901
"Madison Parish, Louisiana",12,101,0.900900901,0.900900901
"Pulaski County, Illinois",12,101,0.900900901,0.900900901
"Leslie County, Kentucky",12,101,0.900900901,0.900900901
"Marion County, South Carolina",12,101,0.900900901,0.900900901
"Hancock County, Tennessee",12,101,0.900900901,0.900900901
"Manassas Park city, Virginia",12,101,0.900900901,0.900900901
"Dougherty County, Georgia",12,101,0.900900901,0.900900901
"Fairfax city, Virginia",12,101,0.900900901,0.900900901
"Delaware County, Ohio",12,101,0.900900901,0.900900901
"Nantucket County, Massachusetts",12,101,0.900900901,0.900900901
"Crane County, Texas",12,101,0.900900901,0.900900901
"Washington County, Mississippi",12,101,0.900900901,0.900900901
"Craig County, Oklahoma",12,101,0.900900901,0.900900901
"Middlesex County, Massachusetts",13,100,0.891891892,0.891891892
"Pemiscot County, Missouri",13,100,0.891891892,0.891891892
"Adams County, Mississippi",13,100,0.891891892,0.891891892
"Oconee County, Georgia",13,100,0.891891892,0.891891892
"Humphreys County, Mississippi",13,100,0.891891892,0.891891892
"Sharkey County, Mississippi",13,100,0.891891892,0.891891892
"Wilcox County, Alabama",13,100,0.891891892,0.891891892
"Coal County, Oklahoma",13,100,0.891891892,0.891891892
"Montgomery County, Mississippi",13,100,0.891891892,0.891891892
"Owsley County, Kentucky",13,100,0.891891892,0.891891892
"Fort Bend County, Texas",13,100,0.891891892,0.891891892
"Charlottesville city, Virginia",13,100,0.891891892,0.891891892
"Taliaferro County, Georgia",13,100,0.891891892,0.891891892
"Haskell County, Oklahoma",14,99,0.882882883,0.882882883
"Lincoln County, West Virginia",14,99,0.882882883,0.882882883
"Yoakum County, Texas",14,99,0.882882883,0.882882883
"Clinch County, Georgia",14,99,0.882882883,0.882882883
"Lyon County, Kentucky",14,99,0.882882883,0.882882883
"Comanche County, Texas",14,99,0.882882883,0.882882883
"Montgomery County, Maryland",14,99,0.882882883,0.882882883
"Sterling County, Texas",14,99,0.882882883,0.882882883
"Prince William County, Virginia",14,99,0.882882883,0.882882883
"Willacy County, Texas",14,99,0.882882883,0.882882883
"Blaine County, Oklahoma",14,99,0.882882883,0.882882883
"Radford city, Virginia",14,99,0.882882883,0.882882883
"Seminole County, Oklahoma",14,99,0.882882883,0.882882883
"Kendall County, Illinois",14,99,0.882882883,0.882882883
"Lake County, Tennessee",14,99,0.882882883,0.882882883
"Zapata County, Texas",15,98,0.873873874,0.873873874
"Hamilton County, Texas",15,98,0.873873874,0.873873874
"Calhoun County, West Virginia",15,98,0.873873874,0.873873874
"McIntosh County, Oklahoma",15,98,0.873873874,0.873873874
"Franklin County, Mississippi",15,98,0.873873874,0.873873874
"Cumberland County, Kentucky",15,98,0.873873874,0.873873874
"Ritchie County, West Virginia",15,98,0.873873874,0.873873874
"Bertie County, North Carolina",15,98,0.873873874,0.873873874
"Ellis County, Oklahoma",15,98,0.873873874,0.873873874
"Harlan County, Kentucky",15,98,0.873873874,0.873873874
"Duval County, Texas",15,98,0.873873874,0.873873874
"Lincoln County, Oklahoma",15,98,0.873873874,0.873873874
"Rockwall County, Texas",15,98,0.873873874,0.873873874
"Pocahontas County, West Virginia",15,98,0.873873874,0.873873874
"Stone County, Arkansas",15,98,0.873873874,0.873873874
"Amite County, Mississippi",15,98,0.873873874,0.873873874
"Echols County, Georgia",16,97,0.864864865,0.864864865
"Bronx County, New York",16,97,0.864864865,0.864864865
"Norfolk County, Massachusetts",16,97,0.864864865,0.864864865
"Pickett County, Tennessee",16,97,0.864864865,0.864864865
"Schuyler County, Missouri",16,97,0.864864865,0.864864865
"Magoffin County, Kentucky",16,97,0.864864865,0.864864865
"Reeves County, Texas",16,97,0.864864865,0.864864865
"Ozark County, Missouri",16,97,0.864864865,0.864864865
"Hardy County, West Virginia",16,97,0.864864865,0.864864865
"McCurtain County, Oklahoma",16,97,0.864864865,0.864864865
"Highlands County, Florida",16,97,0.864864865,0.864864865
"Knott County, Kentucky",16,97,0.864864865,0.864864865
"Stafford County, Virginia",16,97,0.864864865,0.864864865
"Foard County, Texas",16,97,0.864864865,0.864864865
"Dallas County, Arkansas",17,96,0.855855856,0.855855856
"McIntosh County, Georgia",17,96,0.855855856,0.855855856
"Quitman County, Mississippi",17,96,0.855855856,0.855855856
"New York County, New York",17,96,0.855855856,0.855855856
"Chicot County, Arkansas",17,96,0.855855856,0.855855856
"Lavaca County, Texas",17,96,0.855855856,0.855855856
"Manassas city, Virginia",17,96,0.855855856,0.855855856
"Crittenden County, Arkansas",17,96,0.855855856,0.855855856
"Bailey County, Texas",17,96,0.855855856,0.855855856
"Starr County, Texas",17,96,0.855855856,0.855855856
"San Augustine County, Texas",17,96,0.855855856,0.855855856
"Gonzales County, Texas",17,96,0.855855856,0.855855856
"Rappahannock County, Virginia",17,96,0.855855856,0.855855856
"Douglas County, Missouri",17,96,0.855855856,0.855855856
"Williamsburg city, Virginia",17,96,0.855855856,0.855855856
"Elliott County, Kentucky",17,96,0.855855856,0.855855856
"Fayette County, West Virginia",17,96,0.855855856,0.855855856
"Hudson County, New Jersey",17,96,0.855855856,0.855855856
"Glades County, Florida",17,96,0.855855856,0.855855856
"Jefferson County, Mississippi",18,95,0.846846847,0.846846847
"Oldham County, Kentucky",18,95,0.846846847,0.846846847
"DuPage County, Illinois",18,95,0.846846847,0.846846847
"Albemarle County, Virginia",18,95,0.846846847,0.846846847
"Desha County, Arkansas",18,95,0.846846847,0.846846847
"Williamson County, Texas",18,95,0.846846847,0.846846847
"Van Buren County, Tennessee",18,95,0.846846847,0.846846847
"Chester County, Pennsylvania",18,95,0.846846847,0.846846847
"Okmulgee County, Oklahoma",18,95,0.846846847,0.846846847
"Jack County, Texas",18,95,0.846846847,0.846846847
"Lee County, Kentucky",18,95,0.846846847,0.846846847
"Sutton County, Texas",18,95,0.846846847,0.846846847
"Maries County, Missouri",18,95,0.846846847,0.846846847
"Sequoyah County, Oklahoma",18,95,0.846846847,0.846846847
"Gaines County, Texas",18,95,0.846846847,0.846846847
"Walthall County, Mississippi",19,94,0.837837838,0.837837838
"Concordia Parish, Louisiana",19,94,0.837837838,0.837837838
"Castro County, Texas",19,94,0.837837838,0.837837838
"Latimer County, Oklahoma",19,94,0.837837838,0.837837838
"Runnels County, Texas",19,94,0.837837838,0.837837838
"Coke County, Texas",19,94,0.837837838,0.837837838
"Henry County, Tennessee",19,94,0.837837838,0.837837838
"Logan County, Kentucky",19,94,0.837837838,0.837837838
"Bullock County, Alabama",19,94,0.837837838,0.837837838
"Knox County, Missouri",19,94,0.837837838,0.837837838
"Brazos County, Texas",19,94,0.837837838,0.837837838
"Citrus County, Florida",19,94,0.837837838,0.837837838
"Scott County, Mississippi",19,94,0.837837838,0.837837838
"Calvert County, Maryland",19,94,0.837837838,0.837837838
"Oregon County, Missouri",19,94,0.837837838,0.837837838
"Coleman County, Texas",19,94,0.837837838,0.837837838
"Johnson County, Kentucky",20,93,0.828828829,0.828828829
"Okfuskee County, Oklahoma",20,93,0.828828829,0.828828829
"Travis County, Texas",20,93,0.828828829,0.828828829
"Hartley County, Texas",20,93,0.828828829,0.828828829
"Chittenden County, Vermont",20,93,0.828828829,0.828828829
"Centre County, Pennsylvania",20,93,0.828828829,0.828828829
"Burleson County, Texas",20,93,0.828828829,0.828828829
"Champaign County, Illinois",20,93,0.828828829,0.828828829
"Charlotte County, Florida",20,93,0.828828829,0.828828829
"Fisher County, Texas",20,93,0.828828829,0.828828829
"Monroe County, West Virginia",20,93,0.828828829,0.828828829
"Perry County, Tennessee",20,93,0.828828829,0.828828829
"Estill County, Kentucky",20,93,0.828828829,0.828828829
"Middlesex County, New Jersey",20,93,0.828828829,0.828828829
"Martin County, Kentucky",20,93,0.828828829,0.828828829
"St. Johns County, Florida",20,93,0.828828829,0.828828829
"Wetzel County, West Virginia",20,93,0.828828829,0.828828829
"Wirt County, West Virginia",20,93,0.828828829,0.828828829
"Bienville Parish, Louisiana",21,92,0.81981982,0.81981982
"Webster County, Kentucky",21,92,0.81981982,0.81981982
"Bristol County, Rhode Island",21,92,0.81981982,0.81981982
"Union County, Ohio",21,92,0.81981982,0.81981982
"Ouachita Parish, Louisiana",21,92,0.81981982,0.81981982
"Cobb County, Georgia",21,92,0.81981982,0.81981982
"Doddridge County, West Virginia",21,92,0.81981982,0.81981982
"Perry County, Kentucky",21,92,0.81981982,0.81981982
"Westchester County, New York",21,92,0.81981982,0.81981982
"Kendall County, Texas",21,92,0.81981982,0.81981982
"Washington County, Maine",21,92,0.81981982,0.81981982
"Leon County, Texas",21,92,0.81981982,0.81981982
"Clay County, Tennessee",21,92,0.81981982,0.81981982
"Baxter County, Arkansas",21,92,0.81981982,0.81981982
"Montgomery County, Virginia",21,92,0.81981982,0.81981982
"Leflore County, Mississippi",22,91,0.810810811,0.810810811
"Dewey County, Oklahoma",22,91,0.810810811,0.810810811
"Carroll County, Kentucky",22,91,0.810810811,0.810810811
"Fulton County, Kentucky",22,91,0.810810811,0.810810811
"Rockland County, New York",22,91,0.810810811,0.810810811
"Chowan County, North Carolina",22,91,0.810810811,0.810810811
"Fulton County, Georgia",22,91,0.810810811,0.810810811
"Marion County, Arkansas",22,91,0.810810811,0.810810811
"Baker County, Georgia",22,91,0.810810811,0.810810811
"Montague County, Texas",22,91,0.810810811,0.810810811
"Breathitt County, Kentucky",22,91,0.810810811,0.810810811
"Johnston County, Oklahoma",22,91,0.810810811,0.810810811
"Suffolk County, Massachusetts",22,91,0.810810811,0.810810811
"DeWitt County, Texas",22,91,0.810810811,0.810810811
"Bolivar County, Mississippi",22,91,0.810810811,0.810810811
"Claiborne Parish, Louisiana",22,91,0.810810811,0.810810811
"Gallatin County, Kentucky",22,91,0.810810811,0.810810811
"Webster County, Georgia",22,91,0.810810811,0.810810811
"Putnam County, New York",22,91,0.810810811,0.810810811
"Monmouth County, New Jersey",22,91,0.810810811,0.810810811
"Swisher County, Texas",22,91,0.810810811,0.810810811
"Lafayette County, Florida",23,90,0.801801802,0.801801802
"Newton County, Texas",23,90,0.801801802,0.801801802
"Putnam County, Missouri",23,90,0.801801802,0.801801802
"McCreary County, Kentucky",23,90,0.801801802,0.801801802
"Grant County, Oklahoma",23,90,0.801801802,0.801801802
"Montour County, Pennsylvania",23,90,0.801801802,0.801801802
"Gwinnett County, Georgia",23,90,0.801801802,0.801801802
"Montgomery County, Arkansas",23,90,0.801801802,0.801801802
"Wayne County, Tennessee",23,90,0.801801802,0.801801802
"Hampshire County, Massachusetts",23,90,0.801801802,0.801801802
"Durham County, North Carolina",23,90,0.801801802,0.801801802
"Emporia city, Virginia",23,90,0.801801802,0.801801802
"New Kent County, Virginia",23,90,0.801801802,0.801801802
"Jackson County, Tennessee",23,90,0.801801802,0.801801802
"Webster County, West Virginia",23,90,0.801801802,0.801801802
"Haywood County, Tennessee",23,90,0.801801802,0.801801802
"York County, Virginia",24,89,0.792792793,0.792792793
"Will County, Illinois",24,89,0.792792793,0.792792793
"Noble County, Ohio",24,89,0.792792793,0.792792793
"St. Helena Parish, Louisiana",24,89,0.792792793,0.792792793
"Mississippi County, Missouri",24,89,0.792792793,0.792792793
"Lake County, Illinois",24,89,0.792792793,0.792792793
"Telfair County, Georgia",24,89,0.792792793,0.792792793
"Nevada County, Arkansas",24,89,0.792792793,0.792792793
"Mecklenburg County, North Carolina",24,89,0.792792793,0.792792793
"St. Clair County, Missouri",24,89,0.792792793,0.792792793
"Union County, North Carolina",24,89,0.792792793,0.792792793
"Attala County, Mississippi",24,89,0.792792793,0.792792793
"Yazoo County, Mississippi",24,89,0.792792793,0.792792793
"Buena Vista city, Virginia",24,89,0.792792793,0.792792793
"Clarke County, Georgia",24,89,0.792792793,0.792792793
"Anne Arundel County, Maryland",24,89,0.792792793,0.792792793
"Maverick County, Texas",24,89,0.792792793,0.792792793
"Hancock County, Georgia",24,89,0.792792793,0.792792793
"Ochiltree County, Texas",24,89,0.792792793,0.792792793
"Van Buren County, Arkansas",24,89,0.792792793,0.792792793
"Reynolds County, Missouri",24,89,0.792792793,0.792792793
"Jackson County, Kentucky",24,89,0.792792793,0.792792793
"Jefferson County, Oklahoma",25,88,0.783783784,0.783783784
"Norton city, Virginia",25,88,0.783783784,0.783783784
"Beaver County, Oklahoma",25,88,0.783783784,0.783783784
"Sherman County, Texas",25,88,0.783783784,0.783783784
"Danville city, Virginia",25,88,0.783783784,0.783783784
"West Carroll Parish, Louisiana",25,88,0.783783784,0.783783784
"Bosque County, Texas",25,88,0.783783784,0.783783784
"Casey County, Kentucky",25,88,0.783783784,0.783783784
"Choctaw County, Oklahoma",25,88,0.783783784,0.783783784
"Smyth County, Virginia",25,88,0.783783784,0.783783784
"Poquoson city, Virginia",25,88,0.783783784,0.783783784
"Kiowa County, Oklahoma",25,88,0.783783784,0.783783784
"Wayne County, Kentucky",25,88,0.783783784,0.783783784
"Caldwell Parish, Louisiana",25,88,0.783783784,0.783783784
"Boone County, West Virginia",25,88,0.783783784,0.783783784
"Suffolk County, New York",25,88,0.783783784,0.783783784
"Frio County, Texas",25,88,0.783783784,0.783783784
"Watauga County, North Carolina",25,88,0.783783784,0.783783784
"Fauquier County, Virginia",25,88,0.783783784,0.783783784
"Frederick County, Maryland",25,88,0.783783784,0.783783784
"Sevier County, Arkansas",25,88,0.783783784,0.783783784
"Lee County, Arkansas",26,87,0.774774775,0.774774775
"Lancaster County, Virginia",26,87,0.774774775,0.774774775
"Blanco County, Texas",26,87,0.774774775,0.774774775
"Menifee County, Kentucky",26,87,0.774774775,0.774774775
"Dade County, Missouri",26,87,0.774774775,0.774774775
"Raleigh County, West Virginia",26,87,0.774774775,0.774774775
"Montgomery County, Pennsylvania",26,87,0.774774775,0.774774775
"Sarasota County, Florida",26,87,0.774774775,0.774774775
"Boone County, Indiana",26,87,0.774774775,0.774774775
"Milam County, Texas",26,87,0.774774775,0.774774775
"Mitchell County, Texas",26,87,0.774774775,0.774774775
"Major County, Oklahoma",26,87,0.774774775,0.774774775
"Oktibbeha County, Mississippi",26,87,0.774774775,0.774774775
"Choctaw County, Alabama",26,87,0.774774775,0.774774775
"Kane County, Illinois",26,87,0.774774775,0.774774775
"Caddo County, Oklahoma",26,87,0.774774775,0.774774775
"Union County, New Jersey",26,87,0.774774775,0.774774775
"Calhoun County, Illinois",26,87,0.774774775,0.774774775
"Bryan County, Georgia",27,86,0.765765766,0.765765766
"Cimarron County, Oklahoma",27,86,0.765765766,0.765765766
"Alachua County, Florida",27,86,0.765765766,0.765765766
"Madison County, Arkansas",27,86,0.765765766,0.765765766
"Queens County, New York",27,86,0.765765766,0.765765766
"Hart County, Kentucky",27,86,0.765765766,0.765765766
"Pulaski County, Missouri",27,86,0.765765766,0.765765766
"Armstrong County, Texas",27,86,0.765765766,0.765765766
"Harrisonburg city, Virginia",27,86,0.765765766,0.765765766
"Hardeman County, Tennessee",27,86,0.765765766,0.765765766
"Martin County, Texas",27,86,0.765765766,0.765765766
"Atoka County, Oklahoma",27,86,0.765765766,0.765765766
"Powhatan County, Virginia",27,86,0.765765766,0.765765766
"Saratoga County, New York",27,86,0.765765766,0.765765766
"Mercer County, West Virginia",27,86,0.765765766,0.765765766
"Roane County, West Virginia",28,85,0.756756757,0.756756757
"Charleston County, South Carolina",28,85,0.756756757,0.756756757
"Onslow County, North Carolina",28,85,0.756756757,0.756756757
"Noble County, Indiana",28,85,0.756756757,0.756756757
"Allendale County, South Carolina",28,85,0.756756757,0.756756757
"Charles County, Maryland",28,85,0.756756757,0.756756757
"Mercer County, New Jersey",28,85,0.756756757,0.756756757
"Wilkinson County, Mississippi",28,85,0.756756757,0.756756757
"Nowata County, Oklahoma",28,85,0.756756757,0.756756757
"Webb County, Texas",28,85,0.756756757,0.756756757
"Cameron County, Texas",28,85,0.756756757,0.756756757
"Dallas County, Alabama",28,85,0.756756757,0.756756757
"Fredericksburg city, Virginia",28,85,0.756756757,0.756756757
"St. Charles County, Missouri",28,85,0.756756757,0.756756757
"Grundy County, Tennessee",28,85,0.756756757,0.756756757
"Scott County, Arkansas",28,85,0.756756757,0.756756757
"Midland County, Texas",28,85,0.756756757,0.756756757
"Harper County, Oklahoma",28,85,0.756756757,0.756756757
"Zavala County, Texas",28,85,0.756756757,0.756756757
"Tippecanoe County, Indiana",28,85,0.756756757,0.756756757
"Fayette County, Alabama",28,85,0.756756757,0.756756757
"Chickasaw County, Mississippi",28,85,0.756756757,0.756756757
"Boone County, Missouri",28,85,0.756756757,0.756756757
"Oldham County, Texas",28,85,0.756756757,0.756756757
"Monongalia County, West Virginia",28,85,0.756756757,0.756756757
"DeSoto County, Florida",28,85,0.756756757,0.756756757
"Perry County, Mississippi",28,85,0.756756757,0.756756757
"Lincoln Parish, Louisiana",28,85,0.756756757,0.756756757
"Stewart County, Georgia",29,84,0.747747748,0.747747748
"Delaware County, Oklahoma",29,84,0.747747748,0.747747748
"Rockingham County, New Hampshire",29,84,0.747747748,0.747747748
"Lewis County, Kentucky",29,84,0.747747748,0.747747748
"Monroe County, Indiana",29,84,0.747747748,0.747747748
"Brazoria County, Texas",29,84,0.747747748,0.747747748
"Scott County, Tennessee",29,84,0.747747748,0.747747748
"Lee County, Georgia",29,84,0.747747748,0.747747748
"Avoyelles Parish, Louisiana",29,84,0.747747748,0.747747748
"Noxubee County, Mississippi",29,84,0.747747748,0.747747748
"Jackson County, Arkansas",29,84,0.747747748,0.747747748
"Dawson County, Texas",29,84,0.747747748,0.747747748
"LaSalle Parish, Louisiana",29,84,0.747747748,0.747747748
"Hardin County, Illinois",29,84,0.747747748,0.747747748
"Hughes County, Oklahoma",29,84,0.747747748,0.747747748
"Scott County, Indiana",29,84,0.747747748,0.747747748
"Clay County, Kentucky",29,84,0.747747748,0.747747748
"Hampshire County, West Virginia",29,84,0.747747748,0.747747748
"Morgan County, Ohio",29,84,0.747747748,0.747747748
"Talbot County, Georgia",29,84,0.747747748,0.747747748
"Johnson County, Georgia",29,84,0.747747748,0.747747748
"Mississippi County, Arkansas",29,84,0.747747748,0.747747748
"Hays County, Texas",29,84,0.747747748,0.747747748
"Winkler County, Texas",30,83,0.738738739,0.738738739
"Payne County, Oklahoma",30,83,0.738738739,0.738738739
"Dillon County, South Carolina",30,83,0.738738739,0.738738739
"Dallas County, Texas",30,83,0.738738739,0.738738739
"Carter County, Missouri",30,83,0.738738739,0.738738739
"Monroe County, Illinois",30,83,0.738738739,0.738738739
"Gentry County, Missouri",30,83,0.738738739,0.738738739
"Cocke County, Tennessee",30,83,0.738738739,0.738738739
"Lipscomb County, Texas",30,83,0.738738739,0.738738739
"Washington County, Rhode Island",30,83,0.738738739,0.738738739
"Callahan County, Texas",30,83,0.738738739,0.738738739
"Goochland County, Virginia",30,83,0.738738739,0.738738739
"Sussex County, New Jersey",30,83,0.738738739,0.738738739
"Campbell County, Tennessee",30,83,0.738738739,0.738738739
"Logan County, Arkansas",30,83,0.738738739,0.738738739
"Arkansas County, Arkansas",30,83,0.738738739,0.738738739
"Patrick County, Virginia",30,83,0.738738739,0.738738739
"Screven County, Georgia",30,83,0.738738739,0.738738739
"Green County, Kentucky",30,83,0.738738739,0.738738739
"Marlboro County, South Carolina",30,83,0.738738739,0.738738739
"Crittenden County, Kentucky",30,83,0.738738739,0.738738739
"Crawford County, Indiana",31,82,0.72972973,0.72972973
"Hendricks County, Indiana",31,82,0.72972973,0.72972973
"Fleming County, Kentucky",31,82,0.72972973,0.72972973
"McCormick County, South Carolina",31,82,0.72972973,0.72972973
"Robertson County, Texas",31,82,0.72972973,0.72972973
"Bledsoe County, Tennessee",31,82,0.72972973,0.72972973
"Throckmorton County, Texas",31,82,0.72972973,0.72972973
"Hillsborough County, New Hampshire",31,82,0.72972973,0.72972973
"Hall County, Texas",31,82,0.72972973,0.72972973
"Scotland County, North Carolina",31,82,0.72972973,0.72972973
"Ashley County, Arkansas",31,82,0.72972973,0.72972973
"Wayne County, Missouri",31,82,0.72972973,0.72972973
"Fayette County, Georgia",31,82,0.72972973,0.72972973
"Cameron County, Pennsylvania",31,82,0.72972973,0.72972973
"Paulding County, Georgia",31,82,0.72972973,0.72972973
"Carroll County, Mississippi",31,82,0.72972973,0.72972973
"Fayette County, Texas",31,82,0.72972973,0.72972973
"Essex County, Virginia",31,82,0.72972973,0.72972973
"Hidalgo County, Texas",31,82,0.72972973,0.72972973
"Marshall County, Oklahoma",31,82,0.72972973,0.72972973
"Collingsworth County, Texas",31,82,0.72972973,0.72972973
"Greenbrier County, West Virginia",32,81,0.720720721,0.720720721
"Collier County, Florida",32,81,0.720720721,0.720720721
"Lanier County, Georgia",32,81,0.720720721,0.720720721
"Cumberland County, Maine",32,81,0.720720721,0.720720721
"Shannon County, Missouri",32,81,0.720720721,0.720720721
"Leon County, Florida",32,81,0.720720721,0.720720721
"McHenry County, Illinois",32,81,0.720720721,0.720720721
"Warren County, Ohio",32,81,0.720720721,0.720720721
"Newport County, Rhode Island",32,81,0.720720721,0.720720721
"Wayne County, West Virginia",32,81,0.720720721,0.720720721
"Cherokee County, Georgia",32,81,0.720720721,0.720720721
"Tyrrell County, North Carolina",32,81,0.720720721,0.720720721
"Ottawa County, Oklahoma",32,81,0.720720721,0.720720721
"Greenville County, South Carolina",32,81,0.720720721,0.720720721
"Cherokee County, Oklahoma",32,81,0.720720721,0.720720721
"Cabarrus County, North Carolina",32,81,0.720720721,0.720720721
"Albany County, New York",32,81,0.720720721,0.720720721
"Tippah County, Mississippi",32,81,0.720720721,0.720720721
